Name,Macroarea,Family,Genus,WL,Index0,Index1,Index2,Index3,Index4,Index5,Index6,T,T_max,T_min,T_sd,T_diff,WL_trans,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,Index5_trans,Index6_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
Ndovele Bilua,Pacific,SoP,SoP.BILUA,4.2121,10.7848,41.9924,5.0616,3.3707,1.7364,2.0505,5.0843,26.1180,26.4530,25.5945,0.5215,0.8585,0.3538,0.5468,0.5863,0.5154,0.3226,0.2611,0.4674,0.5562,0.8242,0.1841,1.0852,-1.3832,-1.4588
Ndre,Pacific,Ya,Ya.NAMBU,5.0513,9.9583,38.3172,4.8012,3.1121,1.7194,1.849,4.8012,26.0164,27.8025,24.1141,1.3727,3.6883,1.3766,-0.5037,-0.1953,-0.3683,-0.8379,-0.0087,-1.2598,-0.3989,0.7937,0.5280,0.7475,-0.1677,-0.1153
Nduma,Africa,NC,NC.BANTU,2.9444,10.275,37.2991,5.0139,3.3657,1.7299,2.0414,5.0278,25.8453,26.8551,24.8998,1.1214,1.9553,-1.6220,-0.1106,-0.4162,0.3491,0.2995,0.1570,0.3895,0.3599,0.7429,0.2841,0.9229,-0.4035,-0.6991
Ndumu,Africa,NC,NC.BANTU,2.9286,10.9062,41.6935,5.1756,3.4851,1.7411,2.1101,5.1875,25.0698,25.5973,24.5412,0.7147,1.0560,-1.6513,0.7078,0.5236,0.9205,0.8594,0.3372,0.9774,0.9222,0.5209,-0.0217,0.8418,-0.9626,-1.2674
Ndumu 2,Africa,NC,NC.BANTU,3.3611,10.7841,42.6375,5.0832,3.4478,1.7243,2.0975,5.0925,25.0698,25.5973,24.5412,0.7147,1.0560,-0.8977,0.5459,0.7211,0.5913,0.6828,0.0683,0.8696,0.5849,0.5209,-0.0217,0.8418,-0.9626,-1.2674
Ndumu 3,Africa,NC,NC.BANTU,3.6667,10.597,38.9023,5.1032,3.4042,1.7486,2.0361,5.1032,24.6182,25.1359,24.1029,0.7322,1.0330,-0.4176,0.3011,-0.0693,0.6619,0.4783,0.4597,0.3441,0.6225,0.3979,-0.1288,0.7451,-0.9314,-1.2878
Ndun,Africa,NC,NC.BENUE-CONGO_PLATEAU,4.1026,10.7436,42.1192,5.1094,3.4017,1.7502,2.0331,5.1389,24.5994,27.8498,22.3987,2.0959,5.4511,0.2067,0.4925,0.6128,0.6839,0.4667,0.4861,0.3184,0.7487,0.3929,0.5405,0.3933,0.2974,0.2432
Ndunga,Africa,NC,NC.UBANGI,4.4342,11.2055,43.0697,5.0752,3.4593,1.7323,2.0995,5.1624,24.9252,26.4907,24.1150,1.3934,2.3758,0.6417,1.1121,0.8110,0.5631,0.7371,0.1953,0.8867,0.8323,0.4810,0.1934,0.7477,-0.1506,-0.5197
Ndut,Africa,NC,NC.CANGIN,3.2037,8.9139,28.1185,4.4407,2.8667,1.6099,1.7728,4.4407,24.9106,27.5400,22.4172,2.0643,5.1229,-1.1610,-1.7170,-2.5104,-1.4965,-1.8703,-1.5640,-1.9142,-1.5125,0.4770,0.4593,0.3969,0.2813,0.1863
Ndut 2,Africa,NC,NC.CANGIN,3.3056,8.8995,30.2183,4.4264,2.9046,1.613,1.7917,4.4264,24.9106,27.5400,22.4172,2.0643,5.1229,-0.9892,-1.7328,-2.0134,-1.5390,-1.7153,-1.5242,-1.7518,-1.5543,0.4770,0.4593,0.3969,0.2813,0.1863
Ndut Falor,Africa,NC,NC.CANGIN,3.1,9.9307,35.9703,4.8919,3.1719,1.7169,1.8989,4.9086,24.9106,27.5400,22.4172,2.0643,5.1229,-1.3411,-0.5374,-0.7076,-0.0671,-0.5761,-0.0477,-0.8316,-0.0450,0.4770,0.4593,0.3969,0.2813,0.1863
Nduumo,Africa,NC,NC.BANTU,3.2778,10.3596,37.4466,4.9346,3.3,1.7318,2.0043,4.9346,25.0698,25.5973,24.5412,0.7147,1.0560,-1.0356,-0.0036,-0.3841,0.0771,-0.0020,0.1873,0.0718,0.0423,0.5209,-0.0217,0.8418,-0.9626,-1.2674
Ndwama,Africa,NC,NC.BANTU,2.8036,10.904,39.4658,5.2589,3.5327,1.7857,2.1161,5.2768,25.8453,26.8551,24.8998,1.1214,1.9553,-1.8884,0.7049,0.0516,1.2237,1.0870,1.0898,1.0287,1.2468,0.7429,0.2841,0.9229,-0.4035,-0.6991
Ne Maidu,NorthAmerica,Pen,Pen.MAIDUAN,4.1486,10.2788,37.3798,4.984,3.3382,1.7401,2.0284,4.984,8.7337,20.4559,-0.5206,7.7408,20.9765,0.2689,-0.1058,-0.3986,0.2460,0.1727,0.3209,0.2782,0.2096,-1.8085,-1.0666,-1.7919,1.5182,1.4752
Nea,Pacific,An,An.OCEANIC,3.7794,10.5873,35.4716,5.1139,3.4115,1.8193,2.0081,5.1139,26.1255,26.4689,25.5994,0.5394,0.8695,-0.2499,0.2885,-0.8179,0.6999,0.5124,1.6953,0.1043,0.6602,0.8265,0.1881,1.0864,-1.3371,-1.4471
Nea Nemboi,Pacific,An,An.OCEANIC,4.2581,10.8691,36.0515,5.2375,3.5048,1.8502,2.0331,5.2375,26.1255,26.4689,25.5994,0.5394,0.8695,0.4146,0.6584,-0.6897,1.1453,0.9533,2.2827,0.3184,1.1031,0.8265,0.1881,1.0864,-1.3371,-1.4471
Nea Nooli,Pacific,An,An.OCEANIC,4.3194,10.5791,37.2161,4.9931,3.4013,1.7797,2.022,4.9931,26.1255,26.4689,25.5994,0.5394,0.8695,0.4946,0.2779,-0.4343,0.2773,0.4648,0.9852,0.2234,0.2407,0.8265,0.1881,1.0864,-1.3371,-1.4471
Neapolitan Calabrese,Eurasia,IE,IE.ROMANCE,4.7125,9.9587,36.9521,5.0272,3.3723,1.7401,2.0159,5.0272,8.7352,17.9729,1.1463,6.1131,16.8266,0.9841,-0.5032,-0.4920,0.3953,0.3300,0.3209,0.1711,0.3578,-1.8085,-1.4592,-1.7362,1.3195,1.2742
Nedebang,Pacific,GWB,GWB.ALOR-PANTAR,4.7812,11.2966,46.7324,5.2793,3.5457,1.803,2.0847,5.2793,25.7599,26.9760,24.8175,0.8127,2.1585,1.0658,1.2372,1.5612,1.2989,1.1496,1.3973,0.7601,1.2560,0.7178,0.3146,0.9041,-0.7982,-0.6080
Nedebang 2,Pacific,GWB,GWB.ALOR-PANTAR,4.2838,11.348,45.3258,5.2859,3.6,1.7969,2.1107,5.2859,25.7599,26.9760,24.8175,0.8127,2.1585,0.4483,1.3082,1.2755,1.3233,1.4129,1.2879,0.9825,1.2803,0.7178,0.3146,0.9041,-0.7982,-0.6080
Negidal,Eurasia,Alt,Alt.TUNGUSIC,3.7097,10.3919,37.3955,4.9958,3.3384,1.7292,2.0357,4.9958,-1.7037,17.6380,-22.0420,14.3930,39.6800,-0.3530,0.0375,-0.3952,0.2866,0.1736,0.1459,0.3407,0.2499,-2.0553,-1.5068,-2.0217,1.9997,2.0554
Negidal Verchovski,Eurasia,Alt,Alt.TUNGUSIC,4.0769,9.9611,35.022,4.9361,3.3043,1.7204,2.0196,4.9361,-1.7037,17.6380,-22.0420,14.3930,39.6800,0.1716,-0.5003,-0.9178,0.0822,0.0176,0.0070,0.2028,0.0473,-2.0553,-1.5068,-2.0217,1.9997,2.0554
Nehan,Pacific,An,An.OCEANIC,4.6,10.4525,40.0791,4.9475,3.327,1.7411,1.9945,4.9475,27.0857,27.2604,26.8572,0.4098,0.4032,0.8480,0.1148,0.1824,0.1210,0.1213,0.3372,-0.0122,0.0858,1.1273,0.3870,1.3983,-1.7226,-2.1589
Nek,Pacific,TNG,TNG.FINISTERRE,4.4625,8.9679,35.504,4.3227,2.9571,1.6714,1.8331,4.3922,26.2944,27.1931,25.0227,0.8969,2.1704,0.6774,-1.6574,-0.8107,-1.8421,-1.4978,-0.7284,-1.3963,-1.6537,0.8778,0.3698,0.9511,-0.6748,-0.6030
Nek 2,Pacific,TNG,TNG.FINISTERRE,4.1136,8.8811,32.9134,4.2915,2.9489,1.6485,1.846,4.2915,21.7924,22.5950,20.6351,0.8259,1.9599,0.2216,-1.7530,-1.3920,-1.9315,-1.5320,-1.0506,-1.2856,-1.9403,-0.2751,-0.6710,0.0674,-0.7778,-0.6969
Nek Goambot,Pacific,TNG,TNG.FINISTERRE,5.0,9.4005,31.4718,4.5549,3.1011,1.7212,1.8885,4.5549,21.7924,22.5950,20.6351,0.8259,1.9599,1.3187,-1.1676,-1.7222,-1.1509,-0.8856,0.0195,-0.9208,-1.1720,-0.2751,-0.6710,0.0674,-0.7778,-0.6969
Nekgini,Pacific,TNG,TNG.FINISTERRE,3.7609,10.0001,38.1513,4.843,3.2628,1.7401,1.988,4.843,24.2564,24.4841,23.9544,0.3872,0.5297,-0.2771,-0.4525,-0.2312,-0.2303,-0.1706,0.3209,-0.0678,-0.2623,0.3026,-0.2755,0.7129,-1.8045,-1.9057
Nelemwa,Pacific,An,An.OCEANIC,3.4091,10.0164,40.3098,4.6217,3.1788,1.6356,2.0015,4.6217,23.7937,26.3072,21.0512,1.9213,5.2560,-0.8197,-0.4325,0.2314,-0.9437,-0.5456,-1.2263,0.0478,-0.9676,0.1847,0.1484,0.1410,0.2048,0.2098
Nembe,Africa,Ijo,Ijo.IJOID,4.0946,11.4908,41.7341,5.2759,3.6685,1.7815,2.1971,5.3391,25.5826,26.7437,24.2506,0.9675,2.4931,0.1958,1.5071,0.5321,1.2864,1.7497,1.0164,1.7212,1.4775,0.6661,0.2562,0.7774,-0.5815,-0.4754
Nembi,Pacific,TNG,TNG.ENGA_KEWA-HULI,3.5833,11.07,43.5101,5.1242,3.4514,1.8072,2.0175,5.1242,16.3885,16.8131,15.6740,0.5717,1.1391,-0.5448,0.9278,0.9023,0.7365,0.6998,1.4734,0.1848,0.6966,-1.1687,-1.6189,-0.6667,-1.2580,-1.1975
Neme Mum,Pacific,Ya,Ya.NAMBU,5.4444,10.2533,37.3878,4.7722,3.1941,1.7504,1.8857,4.7722,25.9596,27.8381,24.0702,1.3949,3.7679,1.8024,-0.1379,-0.3969,-0.4631,-0.4779,0.4894,-0.9449,-0.4927,0.7768,0.5374,0.7380,-0.1494,-0.0957
Nemi,Pacific,An,An.OCEANIC,3.75,9.4953,36.7742,4.4276,3.1136,1.6176,1.9635,4.4276,22.9131,25.6552,19.9480,2.0845,5.7072,-0.2932,-1.0574,-0.5309,-1.5354,-0.8314,-1.4645,-0.2778,-1.5508,-0.0273,-0.0081,-0.0497,0.2916,0.2853
Nen,Pacific,Ya,Ya.NAMBU,4.0482,8.4204,27.0869,4.1026,2.6194,1.6353,1.5949,4.1026,25.9989,27.7064,24.1615,1.3417,3.5449,0.1322,-2.2458,-2.7592,-2.4559,-2.8417,-1.2303,-3.4450,-2.4548,0.7885,0.5027,0.7578,-0.1939,-0.1517
Nend,Pacific,TNG,TNG.SOGERAM,4.0714,10.9781,43.1548,5.2578,3.4185,1.8192,2.0005,5.2578,26.1702,26.5482,25.8676,0.5169,0.6807,0.1641,0.8040,0.8286,1.2197,0.5452,1.6935,0.0392,1.1771,0.8400,0.2076,1.1509,-1.3954,-1.6736
Nenets,Eurasia,Ura,Ura.SAMOYEDIC,3.8684,10.062,39.9751,4.7501,3.2094,1.6935,1.9669,4.783,-6.6684,10.9747,-21.4121,11.5706,32.3868,-0.1206,-0.3763,0.1602,-0.5349,-0.4099,-0.4046,-0.2486,-0.4578,-2.0721,-2.2115,-2.0210,1.8367,1.8707
Nengaya,Pacific,An,An.OCEANIC,5.4722,10.9905,45.391,5.034,3.4383,1.7537,2.0697,5.034,17.4127,17.6343,17.1582,0.4275,0.4761,1.8315,0.8206,1.2888,0.4189,0.6381,0.5440,0.6317,0.3813,-1.0334,-1.5073,-0.4729,-1.6620,-2.0046
Nengone,Pacific,An,An.OCEANIC,3.9853,11.0423,41.4367,5.066,3.4874,1.7611,2.0993,5.066,22.9207,25.5774,20.2842,1.9305,5.2931,0.0450,0.8903,0.4696,0.5308,0.8704,0.6676,0.8850,0.4923,-0.0256,-0.0264,0.0070,0.2100,0.2163
Neo Mandaic Khorramshahr,Eurasia,AA,AA.SEMITIC,4.2412,9.7872,34.5308,4.7135,3.0853,1.7056,1.8274,4.7135,26.8861,39.2029,13.0528,9.5763,26.1501,0.3923,-0.7112,-1.0274,-0.6528,-0.9539,-0.2219,-1.4452,-0.6803,1.0629,4.4324,-0.9619,1.6899,1.6760
Nepali,Eurasia,IE,IE.INDIC,3.8611,9.9118,43.1804,4.5579,3.0981,1.6624,1.8875,4.5579,15.3802,20.2370,8.6318,4.1329,11.6051,-0.1311,-0.5605,0.8339,-1.1417,-0.8986,-0.8566,-0.9294,-1.1629,-1.2886,-1.1041,-1.3429,0.9696,0.9350
Neyo,Africa,NC,NC.KRU,3.2667,10.4514,34.7444,5.0361,3.375,1.7361,2.0,5.0361,25.6272,26.7258,23.7825,1.0914,2.9434,-1.0542,0.1134,-0.9796,0.4263,0.3425,0.2563,0.0350,0.3885,0.6791,0.2517,0.6760,-0.4358,-0.3227
Nez Perce,NorthAmerica,Pen,Pen.SAHAPTIAN,5.0,9.034,30.048,4.5715,3.0411,1.6296,1.9003,4.5715,10.1280,22.3089,-0.0029,8.0531,22.3118,1.3187,-1.5840,-2.0532,-1.0998,-1.1435,-1.3066,-0.8196,-1.1215,-1.7322,-0.7271,-1.7756,1.5507,1.5314
Ng Ke,Africa,Tu,Tu.TU,3.6291,8.5827,34.6008,4.1315,2.9131,1.5489,1.8949,4.1315,22.0642,28.3154,13.8666,5.2013,14.4488,-0.4746,-2.0750,-1.0117,-2.3776,-1.6803,-2.3033,-0.8659,-2.3780,-0.2172,0.6649,-0.8763,1.1783,1.1351
Ngaanyatjarra,Australia,PN,PN.WESTERN_PAMA-NYUNGAN,5.6625,10.2701,39.7273,4.9469,3.3727,1.7871,1.955,5.0374,22.4550,30.1175,13.5235,6.0064,16.5940,2.0266,-0.1168,0.1074,0.1190,0.3319,1.1143,-0.3506,0.3930,-0.1315,1.1739,-0.9130,1.3043,1.2615
Ngabere Move,NorthAmerica,Chi,Chi.GUAYMIIC,3.6034,10.427,40.369,4.9006,3.3713,1.7221,2.046,4.9006,18.7032,19.4876,17.8315,0.6457,1.6561,-0.5139,0.0822,0.2440,-0.0378,0.3254,0.0336,0.4289,-0.0717,-0.8417,-1.2281,-0.3781,-1.0954,-0.8522
Ngadha,Pacific,An,An.CENTRAL_MALAYO-POLYNESIAN,3.5714,10.8952,45.2798,5.0917,3.4179,1.7107,2.1048,5.0917,20.3819,21.6600,18.8041,0.9865,2.8559,-0.5632,0.6931,1.2661,0.6212,0.5424,-0.1437,0.9321,0.5821,-0.5539,-0.8506,-0.2330,-0.5577,-0.3504
Ngadjunmaya,Australia,PN,PN.WESTERN_PAMA-NYUNGAN,4.9677,10.3316,38.9313,4.8055,3.2882,1.7587,1.9385,4.827,17.0032,21.9855,11.5241,3.7400,10.4613,1.2820,-0.0391,-0.0630,-0.3541,-0.0556,0.6273,-0.4921,-0.3148,-1.0892,-0.7893,-1.1089,0.8761,0.8401
Ngaibor,Pacific,An,An.CENTRAL_MALAYO-POLYNESIAN,3.7879,9.9503,38.4909,4.7161,3.2056,1.7272,1.8957,4.7161,26.1747,27.1891,24.3945,1.0744,2.7947,-0.2374,-0.5135,-0.1578,-0.6445,-0.4268,0.1141,-0.8591,-0.6720,0.8414,0.3688,0.8091,-0.4546,-0.3703
Ngaing,Pacific,TNG,TNG.FINISTERRE,4.0,10.5837,37.1167,4.9653,3.4174,1.7448,2.066,4.9653,24.9617,25.1546,24.7112,0.3848,0.4434,0.0655,0.2839,-0.4560,0.1818,0.5400,0.3974,0.6001,0.1460,0.4910,-0.1245,0.8800,-1.8135,-2.0706
Ngaing 2,Pacific,TNG,TNG.FINISTERRE,4.6857,10.6673,40.3075,4.8962,3.3596,1.73,2.0556,4.8962,24.9617,25.1546,24.7112,0.3848,0.4434,0.9520,0.3926,0.2309,-0.0526,0.2713,0.1586,0.5110,-0.0863,0.4910,-0.1245,0.8800,-1.8135,-2.0706
Ngaju Baamang,Pacific,An,An.BARITO,5.0,9.7433,38.6987,4.5463,3.114,1.6577,1.9315,4.5755,21.2955,21.7809,20.9119,0.4470,0.8690,1.3187,-0.7639,-0.1130,-1.1773,-0.8296,-0.9228,-0.5521,-1.1094,-0.3773,-0.8280,0.1161,-1.5983,-1.4475
Ngaju Oloh Mangtangai,Pacific,An,An.BARITO,4.8676,10.6035,43.1873,4.956,3.3616,1.7237,2.0443,4.9768,25.1907,25.6697,24.8047,0.4478,0.8649,1.1669,0.3095,0.8354,0.1500,0.2805,0.0588,0.4143,0.1851,0.5546,-0.0047,0.9012,-1.5959,-1.4519
Ngaju Pulopetak,Pacific,An,An.BARITO,4.6765,10.0182,40.4655,4.7389,3.2391,1.6761,1.9982,4.7565,26.0240,26.7621,25.2671,0.5387,1.4950,0.9409,-0.4303,0.2645,-0.5711,-0.2772,-0.6606,0.0195,-0.5431,0.7960,0.2608,1.0079,-1.3388,-0.9465
Ngala,Pacific,Sep,Sep.NDU,3.2703,8.6801,31.6209,4.2853,2.8525,1.6878,1.7088,4.2853,26.3377,26.5795,25.8271,0.5289,0.7523,-1.0481,-1.9711,-1.6878,-1.9492,-1.9279,-0.4894,-2.4644,-1.9577,0.8911,0.2154,1.1411,-1.3639,-1.5809
Ngalakan,Australia,Gun,Gun.EASTERN_GUNWINYGUAN,4.6053,9.9818,37.508,4.6798,3.1721,1.7538,1.8475,4.6798,26.2964,30.6384,21.7722,3.0561,8.8662,0.8545,-0.4750,-0.3707,-0.7604,-0.5752,0.5457,-1.2727,-0.7866,0.8784,1.3292,0.2732,0.6815,0.6888
Ngalooma,Australia,PN,PN.WESTERN_PAMA-NYUNGAN,4.8382,11.1044,44.783,5.1358,3.5091,1.7864,2.0568,5.2697,26.9558,31.0196,20.7278,3.9299,10.2919,1.1327,0.9744,1.1645,0.7778,0.9739,1.1020,0.5213,1.2207,1.0853,1.4452,0.0836,0.9227,0.8252
Ngam,Africa,CSu,CSu.BONGO-BAGIRMI,3.2206,10.0939,34.9669,4.6806,3.1811,1.6929,1.9456,4.6806,28.0152,32.0284,24.9648,2.5200,7.0636,-1.1321,-0.3368,-0.9300,-0.7579,-0.5355,-0.4136,-0.4312,-0.7841,1.4404,1.7618,0.9378,0.4885,0.4807
Ngamambo,Africa,NC,NC.WIDE_GRASSFIELDS,3.3571,9.1405,30.0399,4.5208,3.0101,1.6631,1.8649,4.5208,18.4514,19.9611,16.6319,1.2149,3.3291,-0.9042,-1.4646,-2.0551,-1.2552,-1.2752,-0.8467,-1.1233,-1.2748,-0.8810,-1.1505,-0.5440,-0.3090,-0.2094
Ngambay,Africa,CSu,CSu.BONGO-BAGIRMI,3.1379,10.0891,36.6641,4.7677,3.2284,1.7014,1.9442,4.9573,27.3258,31.2510,24.4419,2.4148,6.8091,-1.2746,-0.3428,-0.5550,-0.4777,-0.3251,-0.2858,-0.4432,0.1189,1.2061,1.5166,0.8197,0.4449,0.4471
Ngamini,Australia,PN,PN.CENTRAL_PAMA-NYUNGAN,5.55,10.4373,43.0382,4.9574,3.2802,1.7668,1.8877,4.9574,22.5694,31.4102,13.2345,6.4657,18.1757,1.9120,0.0954,0.8044,0.1548,-0.0919,0.7638,-0.9277,0.1192,-0.1059,1.5661,-0.9432,1.3675,1.3445
Ngamo,Africa,AA,AA.WEST_CHADIC,3.8857,10.3795,38.3351,4.8429,3.2545,1.6805,1.9924,4.9086,26.7412,31.3129,23.0852,2.6918,8.2276,-0.0958,0.0217,-0.1914,-0.2307,-0.2080,-0.5966,-0.0301,-0.0450,1.0168,1.5358,0.5304,0.5553,0.6204
Nganasan,Eurasia,Ura,Ura.SAMOYEDIC,4.2632,9.5204,33.1304,4.757,3.2006,1.7056,1.9693,4.757,-9.3327,11.8554,-26.1028,14.0414,37.9583,0.4213,-1.0280,-1.3428,-0.5125,-0.4490,-0.2219,-0.2281,-0.5415,-2.0737,-2.1435,-2.0243,1.9816,2.0150
Nganasan 2,Eurasia,Ura,Ura.SAMOYEDIC,4.625,9.5845,34.4037,4.7608,3.1756,1.6964,1.9535,4.7608,-9.3327,11.8554,-26.1028,14.0414,37.9583,0.8785,-0.9527,-1.0558,-0.5002,-0.5598,-0.3612,-0.3635,-0.5293,-2.0737,-2.1435,-2.0243,1.9816,2.0150
Ngandi,Australia,Gun,Gun.EASTERN_GUNWINYGUAN,5.2571,10.2262,38.8205,4.7013,3.185,1.7418,1.8976,4.7013,26.1958,30.0146,21.9444,2.7630,8.0702,1.6032,-0.1719,-0.0868,-0.6919,-0.5182,0.3485,-0.8428,-0.7189,0.8478,1.1437,0.3057,0.5815,0.6027
Ngangam,Africa,NC,NC.OTI-VOLTA,3.0,9.6815,36.1518,4.628,3.0387,1.7232,1.7768,4.6458,27.5325,30.5181,25.7249,1.7557,4.7932,-1.5201,-0.8377,-0.6676,-0.9240,-1.1538,0.0509,-1.8799,-0.8929,1.2751,1.2930,1.1164,0.1073,0.1253
Ngangela,Africa,NC,NC.BANTU,3.5,10.826,42.3333,5.0364,3.3592,1.7026,2.0693,5.1463,22.4875,26.7535,18.3472,2.6534,8.4063,-0.6747,0.6012,0.6576,0.4273,0.2694,-0.2676,0.6283,0.7750,-0.1243,0.2587,-0.3024,0.5408,0.6401
Ngangikurrunggurr,Australia,SD,SD.NGANKIKURUNGKURR,5.1379,10.7418,37.7329,5.0057,3.442,1.7819,2.0319,5.0057,27.2498,30.2996,24.1234,2.2298,6.1762,1.4730,0.4902,-0.3218,0.3208,0.6555,1.0234,0.3082,0.2838,1.1810,1.2278,0.7495,0.3624,0.3577
Nganyaywana,Australia,PN,PN.NORTHERN_PAMA-NYUNGAN,4.8462,10.7711,46.6702,5.0252,3.4429,1.7912,2.0252,5.0252,13.2792,19.5384,6.3895,4.6923,13.1489,1.1420,0.5287,1.5486,0.3883,0.6597,1.1866,0.2508,0.3509,-1.4995,-1.2199,-1.4894,1.0859,1.0491
Ngao,Africa,NC,NC.UBANGI,3.7241,11.2193,42.7106,5.1375,3.5475,1.7252,2.1606,5.1375,26.4101,30.0980,23.8091,2.2888,6.2889,-0.3316,1.1310,0.7363,0.7839,1.1582,0.0825,1.4092,0.7437,0.9133,1.1682,0.6817,0.3895,0.3743
Ngarigu,Australia,PN,PN.SOUTHEASTERN_PAMA-NYUNGAN,5.7321,10.3617,41.1588,4.8728,3.2634,1.7623,1.9219,4.8728,11.4912,18.2695,4.9624,4.7161,13.3071,2.0964,-0.0009,0.4111,-0.1311,-0.1679,0.6878,-0.6344,-0.1641,-1.6426,-1.4160,-1.5688,1.0905,1.0600
Ngarinman Bilinara,Australia,PN,PN.WESTERN_PAMA-NYUNGAN,5.5238,10.7417,43.474,5.0945,3.442,1.8262,1.9657,5.0945,27.2561,31.6386,22.2737,3.3689,9.3650,1.8850,0.4900,0.8948,0.6311,0.6555,1.8239,-0.2589,0.5919,1.1831,1.6378,0.3689,0.7763,0.7389
Ngarinyin,Australia,Wor,Wor.WORRORRAN,4.7889,11.3768,43.2411,5.2335,3.4805,1.8665,1.9628,5.2335,24.4511,28.3825,20.4377,2.8092,7.9448,1.0749,1.3481,0.8465,1.1307,0.8376,2.6047,-0.2838,1.0885,0.3535,0.6831,0.0332,0.5981,0.5884
Ngawun,Australia,PN,PN.NORTHERN_PAMA-NYUNGAN,4.7656,10.6471,42.5656,5.0359,3.3948,1.8206,1.9628,5.1281,26.6784,30.9563,20.3813,3.8962,10.5750,1.0473,0.3662,0.7061,0.4256,0.4345,1.7195,-0.2838,0.7104,0.9970,1.4258,0.0236,0.9146,0.8500
Ngbaka,Africa,NC,NC.GBAYA-MANZA-NGBAKA,3.6386,10.8439,41.0202,5.0261,3.3968,1.7181,2.0267,5.0261,25.3160,26.8650,24.4940,1.3145,2.3710,-0.4602,0.6250,0.3818,0.3915,0.4438,-0.0290,0.2636,0.3540,0.5899,0.2866,0.8312,-0.2174,-0.5216
Ngbaka 2,Africa,NC,NC.GBAYA-MANZA-NGBAKA,3.303,10.7131,41.5586,4.9439,3.351,1.6793,2.0273,4.9439,25.6189,27.1837,24.8073,1.3399,2.3763,-0.9935,0.4525,0.4952,0.1088,0.2316,-0.6141,0.2688,0.0736,0.6767,0.3674,0.9018,-0.1954,-0.5195
Ngbaka Bokanga,Africa,NC,NC.UBANGI,2.871,10.5255,39.1586,4.8394,3.2614,1.666,2.043,4.9637,25.8408,27.7315,24.7279,1.5726,3.0036,-1.7594,0.2086,-0.0142,-0.2423,-0.1769,-0.8056,0.4032,0.1406,0.7415,0.5093,0.8838,-0.0142,-0.3040
Ngbaka Gilima,Africa,NC,NC.UBANGI,2.8571,10.5833,39.8229,4.8899,3.3095,1.6696,2.0595,4.997,26.0396,27.8724,25.0337,1.5382,2.8387,-1.7858,0.2833,0.1278,-0.0738,0.0413,-0.7542,0.5444,0.2540,0.8007,0.5465,0.9537,-0.0389,-0.3560
Ngbaka Kpala,Africa,NC,NC.UBANGI,2.94,10.5461,40.3681,4.8938,3.3452,1.6893,2.0424,4.9538,25.9230,27.6473,25.0147,1.4370,2.6326,-1.6302,0.2352,0.2438,-0.0607,0.2049,-0.4672,0.3981,0.1071,0.7659,0.4872,0.9493,-0.1156,-0.4253
Ngbaka Mabo,Africa,NC,NC.UBANGI,3.2778,10.2811,38.0637,4.7687,3.1822,1.6762,1.9764,4.7687,25.8408,27.7315,24.7279,1.5726,3.0036,-1.0356,-0.1029,-0.2501,-0.4745,-0.5306,-0.6592,-0.1672,-0.5039,0.7415,0.5093,0.8838,-0.0142,-0.3040
Ngbaka Manza,Africa,NC,NC.GBAYA-MANZA-NGBAKA,3.0357,10.9866,42.8482,5.0893,3.4702,1.7024,2.0744,5.1161,25.2589,27.5296,23.7090,1.6779,3.8205,-1.4556,0.8154,0.7649,0.6128,0.7887,-0.2706,0.6720,0.6680,0.5738,0.4565,0.6604,0.0576,-0.0829
Ngbaka Pendi,Africa,NC,NC.UBANGI,3.0,10.6106,40.8032,4.8951,3.2945,1.6796,2.0345,4.9799,26.0121,27.8969,24.9353,1.5800,2.9615,-1.5201,0.3188,0.3360,-0.0563,-0.0270,-0.6098,0.3304,0.1957,0.7924,0.5529,0.9310,-0.0090,-0.3170
Ngbandi,Africa,NC,NC.UBANGI,3.0375,10.6632,38.9062,4.9673,3.3344,1.7333,2.0196,4.9673,25.1824,26.9722,24.1888,1.5261,2.7834,-1.4523,0.3872,-0.0684,0.1887,0.1553,0.2113,0.2028,0.1528,0.5523,0.3136,0.7638,-0.0477,-0.3740
Ngbinda,Africa,NC,NC.BANTU,4.0,10.648,41.1382,4.8931,3.3335,1.6992,2.0309,4.8931,24.9203,26.7062,23.9729,1.5550,2.7333,0.0655,0.3674,0.4067,-0.0630,0.1511,-0.3190,0.2996,-0.0967,0.4797,0.2469,0.7169,-0.0268,-0.3907
Ngbugu,Africa,NC,NC.UBANGI,3.3026,10.793,41.0281,4.9939,3.4193,1.7072,2.0763,5.0654,25.4683,27.3638,24.3922,1.5517,2.9716,-0.9942,0.5576,0.3835,0.2800,0.5489,-0.1974,0.6882,0.4902,0.6332,0.4136,0.8086,-0.0291,-0.3139
Ngbugu 2,Africa,NC,NC.UBANGI,3.7083,10.1714,37.8019,4.7568,3.2456,1.6522,2.0115,4.7568,24.6901,26.5556,23.6031,1.5608,2.9525,-0.3551,-0.2405,-0.3069,-0.5131,-0.2480,-0.9994,0.1335,-0.5422,0.4172,0.2094,0.6379,-0.0226,-0.3198
