Genus,Family,WL,Index0,Index1,Index2,Index3,Index4,Index5,T,T_max,T_min,T_sd,T_diff,Method,WL_trans,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,Index5_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
Dos.DOSO,Dos,3.5484,10.8543,43.4806,5.0296,3.4715,1.7097,2.1478,25.8847,27.6560,24.3813,1.2686,3.2748,median,-1.0440,0.6946,0.8930,0.4915,0.8449,-0.1224,1.3339,0.6906,0.5026,0.7350,-0.1846,-0.1449
Dra.DRAVIDIAN,Dra,4.2843,10.1444,39.0519,4.8234,3.2444,1.7417,1.9210,24.4035,29.5399,20.1508,3.0532,9.3891,mean,0.0854,-0.2597,-0.1240,-0.2746,-0.2887,0.3750,-0.7055,0.2870,1.0686,-0.0854,0.7344,0.8080
Dra.DRAVIDIAN,Dra,4.3535,10.1122,39.4910,4.8108,3.2562,1.7469,1.9265,24.2135,29.9921,20.4331,3.0888,10.0891,median,0.1815,-0.3014,-0.0221,-0.3200,-0.2317,0.4576,-0.6566,0.2387,1.2146,-0.0374,0.7456,0.8738
EA.ALEUT,EA,4.8974,9.4227,37.3026,4.5999,2.9618,1.5786,1.8981,4.1591,10.0394,0.2430,3.6214,9.7964,mean,0.8885,-1.1631,-0.5323,-1.0623,-1.5986,-1.9346,-0.9107,-1.9597,-2.1256,-1.8106,0.8985,0.8468
EA.ALEUT,EA,4.8974,9.4227,37.3026,4.5999,2.9618,1.5786,1.8981,4.1591,10.0394,0.2430,3.6214,9.7964,median,0.8885,-1.1631,-0.5323,-1.0623,-1.5986,-1.9346,-0.9107,-1.9597,-2.1256,-1.8106,0.8985,0.8468
EA.ESKIMO,EA,5.5303,9.1524,35.8599,4.5077,3.0871,1.6217,1.9470,-4.4198,8.6130,-16.1636,9.2938,24.7766,mean,1.6195,-1.4843,-0.8721,-1.3747,-1.0317,-1.3778,-0.4730,-2.0413,-2.1825,-2.0300,1.7285,1.7042
EA.ESKIMO,EA,5.5284,9.1640,35.6382,4.4967,3.0960,1.6235,1.9478,-4.2180,7.4564,-14.5211,8.2712,21.4299,median,1.6175,-1.4706,-0.9246,-1.4116,-0.9908,-1.3531,-0.4665,-2.0409,-2.2179,-2.0244,1.6325,1.5691
EBH.EAST_BIRDS_HEAD,EBH,4.5347,10.6763,40.2150,4.9945,3.3073,1.7213,2.0295,18.6494,19.0003,18.1497,0.4367,0.8505,mean,0.4263,0.4492,0.1453,0.3585,0.0181,0.0556,0.2674,-0.8766,-1.3137,-0.4000,-1.4882,-1.3347
EBH.EAST_BIRDS_HEAD,EBH,4.4808,10.6607,40.5119,4.9880,3.2986,1.7183,2.0305,17.9204,18.2537,17.4645,0.4168,0.7893,median,0.3544,0.4278,0.2138,0.3340,-0.0248,0.0090,0.2763,-0.9846,-1.4173,-0.4981,-1.5504,-1.3997
ED.EASTERN_DALY,ED,5.1043,10.4243,38.3483,5.0877,3.3953,1.8462,1.9120,27.2389,29.9980,24.3669,2.0667,5.6311,mean,1.1372,0.1088,-0.2878,0.7142,0.4565,2.1590,-0.7865,1.1029,1.2165,0.7318,0.3419,0.3429
ED.EASTERN_DALY,ED,5.0714,10.1618,37.2267,4.9548,3.2926,1.8311,1.8735,27.4262,30.1216,24.5170,2.0692,5.6046,median,1.0984,-0.2371,-0.5501,0.2093,-0.0542,1.8854,-1.1297,1.1634,1.2571,0.7652,0.3431,0.3386
ESu.DAJU,ESu,4.1978,10.2429,38.5301,4.8556,3.2384,1.7118,1.9801,27.7703,32.1804,24.5847,2.6671,7.5956,mean,-0.0371,-0.1311,-0.2454,-0.1574,-0.3179,-0.0904,-0.1765,1.2767,1.9788,0.7803,0.6011,0.6145
ESu.DAJU,ESu,4.2424,10.7766,40.2459,5.0219,3.3832,1.7478,2.0149,27.6393,32.0645,24.9008,2.5344,7.1386,median,0.0264,0.5869,0.1524,0.4623,0.3955,0.4720,0.1357,1.2332,1.9358,0.8519,0.5501,0.5581
ESu.EASTERN_JEBEL,ESu,3.7697,10.3894,39.4085,4.8804,3.3073,1.7023,2.0081,26.8705,30.8257,24.2526,2.2514,6.5731,mean,-0.6818,0.0623,-0.0413,-0.0666,0.0182,-0.2341,0.0749,0.9865,1.4943,0.7066,0.4301,0.4831
ESu.EASTERN_JEBEL,ESu,4.0000,10.5226,38.9520,4.9252,3.3231,1.7175,1.9925,26.8892,30.7605,24.3499,2.2085,6.4106,median,-0.3265,0.2406,-0.1472,0.0990,0.0959,-0.0033,-0.0654,0.9923,1.4719,0.7281,0.4104,0.4604
ESu.EASTERN_NILOTIC,ESu,4.7730,10.6284,41.7978,4.9806,3.3881,1.7607,2.0210,25.0855,27.5100,23.0601,1.6912,4.4499,mean,0.7338,0.3839,0.5092,0.3063,0.4200,0.6810,0.1905,0.4669,0.4615,0.4544,0.1305,0.1304
ESu.EASTERN_NILOTIC,ESu,4.7812,10.6839,40.5093,5.0595,3.3826,1.7603,2.0204,25.8925,28.9590,23.6272,1.6855,4.5128,median,0.7442,0.4596,0.2132,0.6055,0.3928,0.6740,0.1851,0.6929,0.8869,0.5720,0.1269,0.1430
ESu.KULIAK,ESu,3.7055,9.8911,40.4487,4.5917,3.1564,1.6416,1.9753,20.9025,22.8050,19.1962,1.2876,3.6088,mean,-0.7846,-0.5844,0.1992,-1.0907,-0.7085,-1.1079,-0.2199,-0.4906,-0.6627,-0.2409,-0.1680,-0.0579
ESu.KULIAK,ESu,3.8824,9.8654,40.5273,4.5716,3.1554,1.6409,1.9790,21.1581,23.0641,19.5044,1.2768,3.5598,median,-0.5052,-0.6169,0.2174,-1.1593,-0.7134,-1.1170,-0.1865,-0.4415,-0.6104,-0.1918,-0.1774,-0.0702
ESu.MAJANG,ESu,4.0000,9.9558,36.8530,4.7068,3.2368,1.7350,1.9419,17.7719,20.4261,15.7879,1.7278,4.6382,mean,-0.3265,-0.5023,-0.6379,-0.6910,-0.3255,0.2688,-0.5188,-1.0057,-1.0946,-0.7188,0.1534,0.1677
ESu.MAJANG,ESu,4.0000,9.9558,36.8530,4.7068,3.2368,1.7350,1.9419,17.7719,20.4261,15.7879,1.7278,4.6382,median,-0.3265,-0.5023,-0.6379,-0.6910,-0.3255,0.2688,-0.5188,-1.0057,-1.0946,-0.7188,0.1534,0.1677
ESu.NARA,ESu,3.5250,10.3395,39.3462,4.8217,3.3025,1.6725,2.0321,25.5499,29.4284,22.4005,2.4083,7.0280,mean,-1.0836,-0.0039,-0.0557,-0.2806,-0.0056,-0.6725,0.2903,0.5952,1.0332,0.3229,0.4986,0.5439
ESu.NARA,ESu,3.5250,10.3395,39.3462,4.8217,3.3025,1.6725,2.0321,25.5499,29.4284,22.4005,2.4083,7.0280,median,-1.0836,-0.0039,-0.0557,-0.2806,-0.0056,-0.6725,0.2903,0.5952,1.0332,0.3229,0.4986,0.5439
ESu.NUBIAN,ESu,3.5841,10.6269,37.8145,4.9551,3.4047,1.7297,2.0222,26.1650,31.8950,18.8270,4.7589,13.0681,mean,-0.9841,0.3818,-0.4124,0.2104,0.5038,0.1854,0.2016,0.7724,1.8736,-0.2983,1.1520,1.1113
ESu.NUBIAN,ESu,3.5076,10.6470,37.6653,4.9847,3.3916,1.7325,2.0286,26.2806,31.0161,18.3793,5.2312,14.2685,median,-1.1132,0.4092,-0.4473,0.3214,0.4378,0.2295,0.2593,0.8067,1.5601,-0.3661,1.2373,1.1923
ESu.NYIMANG,ESu,4.0763,11.2838,41.1077,5.2639,3.5522,1.8363,2.0343,26.1284,30.6275,21.5869,2.9733,9.0406,mean,-0.2132,1.3034,0.3509,1.4077,1.2651,1.9790,0.3096,0.7617,1.4265,0.1682,0.7084,0.7734
ESu.NYIMANG,ESu,4.0763,11.2838,41.1077,5.2639,3.5522,1.8363,2.0343,26.1284,30.6275,21.5869,2.9733,9.0406,median,-0.2132,1.3034,0.3509,1.4077,1.2651,1.9790,0.3096,0.7617,1.4265,0.1682,0.7084,0.7734
ESu.SOUTHERN_NILOTIC,ESu,4.8334,10.3053,41.0729,4.8090,3.3052,1.7027,2.0073,17.7808,19.3983,15.9614,1.2305,3.4369,mean,0.8094,-0.0491,0.3429,-0.3264,0.0075,-0.2277,0.0677,-1.0044,-1.2554,-0.6972,-0.2189,-0.1016
ESu.SOUTHERN_NILOTIC,ESu,4.8842,10.2643,40.5521,4.7976,3.3155,1.6919,2.0059,18.1052,19.6651,15.8698,1.1593,3.3979,median,0.8723,-0.1031,0.2231,-0.3675,0.0584,-0.3900,0.0548,-0.9580,-1.2151,-0.7086,-0.2864,-0.1119
ESu.SOUTH_SURMIC,ESu,4.1480,10.5274,40.4753,4.8757,3.3151,1.7152,2.0056,24.8507,27.3923,22.8658,1.6769,4.5265,mean,-0.1086,0.2471,0.2054,-0.0838,0.0563,-0.0381,0.0524,0.4039,0.4286,0.4151,0.1214,0.1457
ESu.SOUTH_SURMIC,ESu,4.0132,10.5567,40.7026,4.8837,3.3326,1.7144,2.0234,25.6111,28.0107,23.5026,1.6182,4.5081,median,-0.3067,0.2866,0.2577,-0.0543,0.1429,-0.0508,0.2121,0.6124,0.6040,0.5458,0.0830,0.1421
ESu.TAMAN,ESu,3.5855,10.8842,40.4674,5.1041,3.5036,1.7533,2.0812,25.1812,30.0803,19.9722,3.4769,10.1081,mean,-0.9817,0.7362,0.2035,0.7777,1.0108,0.5600,0.7324,0.4930,1.2435,-0.1152,0.8597,0.8755
ESu.TAMAN,ESu,3.4622,10.8685,41.0411,5.1057,3.5201,1.7510,2.0892,25.0831,29.9704,19.8444,3.4729,10.1260,median,-1.1913,0.7143,0.3356,0.7837,1.0969,0.5226,0.8046,0.4663,1.2075,-0.1364,0.8586,0.8771
ESu.TEMEIN,ESu,4.8110,9.8200,35.8229,4.6927,3.1558,1.7508,1.8881,26.0167,30.3683,22.4705,2.7199,7.8978,mean,0.7815,-0.6740,-0.8809,-0.7406,-0.7115,0.5202,-0.9991,0.7289,1.3391,0.3365,0.6206,0.6501
ESu.TEMEIN,ESu,4.8110,9.8200,35.8229,4.6927,3.1558,1.7508,1.8881,26.0167,30.3683,22.4705,2.7199,7.8978,median,0.7815,-0.6740,-0.8809,-0.7406,-0.7115,0.5202,-0.9991,0.7289,1.3391,0.3365,0.6206,0.6501
ESu.WESTERN_NILOTIC,ESu,3.5238,10.1182,36.4112,4.8297,3.2353,1.7462,1.9199,26.6538,29.8338,24.3228,2.0207,5.5110,mean,-1.0857,-0.2937,-0.7419,-0.2517,-0.3325,0.4469,-0.7153,0.9195,1.1630,0.7221,0.3185,0.3234
ESu.WESTERN_NILOTIC,ESu,3.4066,10.1456,36.4862,4.8227,3.2329,1.7492,1.9253,28.0230,31.4856,25.2825,2.2569,6.2673,median,-1.2880,-0.2581,-0.7243,-0.2770,-0.3445,0.4945,-0.6673,1.3617,1.7256,0.9402,0.4326,0.4399
ETF.EASTERN_TRANS-FLY,ETF,4.3050,10.0886,36.7376,4.8827,3.2822,1.7592,1.9394,26.0278,27.5677,24.3174,1.2009,3.2503,mean,0.1143,-0.3319,-0.6651,-0.0581,-0.1049,0.6564,-0.5413,0.7322,0.4776,0.7209,-0.2464,-0.1516
ETF.EASTERN_TRANS-FLY,ETF,4.2375,9.9174,35.6771,4.8495,3.2532,1.7605,1.9218,26.0168,27.5631,24.3427,1.1904,3.2204,median,0.0194,-0.5511,-0.9154,-0.1796,-0.2460,0.6764,-0.6986,0.7289,0.4764,0.7265,-0.2564,-0.1599
Ele.ELEMAN,Ele,4.6371,11.9081,51.1399,5.3998,3.7275,1.7656,2.2259,26.1839,27.0864,24.9634,0.9320,2.1230,mean,0.5604,2.2310,2.6022,1.9616,2.2089,0.7602,2.0421,0.7780,0.3445,0.8662,-0.5391,-0.5310
Ele.ELEMAN,Ele,4.6250,12.0496,53.3462,5.4833,3.7621,1.7782,2.2273,26.3035,27.2090,25.0632,0.9319,2.1458,median,0.5446,2.4483,3.0842,2.3100,2.4005,0.9702,2.0551,0.8135,0.3780,0.8892,-0.5392,-0.5216
Ess.ESSELEN,Ess,4.2609,10.1611,40.1933,4.9431,3.2600,1.6614,2.0214,11.3618,14.5601,9.0314,2.3312,5.5287,mean,0.0525,-0.2380,0.1403,0.1656,-0.2132,-0.8310,0.1941,-1.6562,-1.8262,-1.3713,0.4656,0.3263
Ess.ESSELEN,Ess,4.2609,10.1611,40.1933,4.9431,3.2600,1.6614,2.0214,11.3618,14.5601,9.0314,2.3312,5.5287,median,0.0525,-0.2380,0.1403,0.1656,-0.2132,-0.8310,0.1941,-1.6562,-1.8262,-1.3713,0.4656,0.3263
Ful.FULNIO,Ful,4.2000,9.8326,41.8811,4.6392,3.2119,1.5892,2.0511,24.1491,25.9322,21.5110,1.6644,4.4212,mean,-0.0339,-0.6583,0.5283,-0.9271,-0.4451,-1.8009,0.4612,0.2224,0.0420,0.1542,0.1134,0.1245
Ful.FULNIO,Ful,4.2000,9.8326,41.8811,4.6392,3.2119,1.5892,2.0511,24.1491,25.9322,21.5110,1.6644,4.4212,median,-0.0339,-0.6583,0.5283,-0.9271,-0.4451,-1.8009,0.4612,0.2224,0.0420,0.1542,0.1134,0.1245
Fur.FUR,Fur,3.7594,10.3618,38.6286,4.8576,3.3186,1.7112,1.9841,26.4626,31.1915,20.6513,3.6300,10.5402,mean,-0.6981,0.0256,-0.2225,-0.1500,0.0739,-0.0991,-0.1411,0.8613,1.6214,0.0003,0.9007,0.9138
Fur.FUR,Fur,3.8649,10.5136,39.2702,4.9186,3.3650,1.7145,2.0091,25.9568,30.5165,19.8733,3.7097,10.6432,median,-0.5324,0.2285,-0.0733,0.0745,0.3043,-0.0492,0.0836,0.7115,1.3889,-0.1316,0.9213,0.9228
GA.GREAT_ANDAMANESE,GA,4.6154,10.2935,38.9877,4.7757,3.3470,1.7054,2.0238,26.8572,28.1934,25.4587,0.8991,2.7347,mean,0.5322,-0.0646,-0.1389,-0.4465,0.2147,-0.1881,0.2156,0.9823,0.6572,0.9817,-0.5814,-0.3059
GA.GREAT_ANDAMANESE,GA,4.8478,10.2778,39.0267,4.7050,3.3003,1.6965,2.0072,26.8490,28.1954,25.4598,0.9025,2.7722,median,0.8273,-0.0853,-0.1299,-0.6975,-0.0167,-0.3209,0.0665,0.9798,0.6578,0.9820,-0.5771,-0.2937
GB.GEELVINK_BAY,GB,4.0832,11.9558,50.2588,5.4158,3.7072,1.7626,2.2535,25.0594,25.3804,24.7082,0.3819,0.6722,mean,-0.2031,2.3039,2.4084,2.0276,2.0979,0.7112,2.2926,0.4599,-0.0943,0.8081,-1.6683,-1.5391
GB.GEELVINK_BAY,GB,4.0944,11.8949,50.1158,5.3767,3.7046,1.7457,2.2574,25.5098,25.9489,24.9453,0.3711,0.5710,median,-0.1866,2.2109,2.3769,1.8662,2.0834,0.4384,2.3283,0.5839,0.0462,0.8621,-1.7073,-1.6802
GWB.ALOR-PANTAR,GWB,4.3488,10.6502,41.4532,4.9846,3.3623,1.7541,1.9982,25.1094,26.3848,24.1068,0.8393,2.2779,mean,0.1750,0.4136,0.4303,0.3213,0.2908,0.5728,-0.0144,0.4734,0.1578,0.6748,-0.6634,-0.4685
GWB.ALOR-PANTAR,GWB,4.3251,10.7188,41.2331,5.0106,3.3698,1.7601,1.9940,25.7599,26.9760,24.8175,0.8348,2.2854,median,0.1423,0.5074,0.3797,0.4194,0.3283,0.6707,-0.0520,0.6548,0.3145,0.8329,-0.6699,-0.4656
GWB.BUNAK,GWB,3.7814,10.6071,39.1210,5.0050,3.3464,1.7262,2.0009,24.6367,26.4133,22.6661,1.2470,3.7471,mean,-0.6631,0.3548,-0.1080,0.3982,0.2115,0.1311,0.0100,0.3474,0.1652,0.3752,-0.2039,-0.0242
GWB.BUNAK,GWB,3.7814,10.6071,39.1210,5.0050,3.3464,1.7262,2.0009,24.6367,26.4133,22.6661,1.2470,3.7471,median,-0.6631,0.3548,-0.1080,0.3982,0.2115,0.1311,0.0100,0.3474,0.1652,0.3752,-0.2039,-0.0242
GWB.EAST_TIMOR,GWB,4.1809,11.6354,47.9407,5.4416,3.6784,1.8001,2.1920,24.5359,26.0601,22.6096,1.2414,3.4505,mean,-0.0612,1.8197,1.8953,2.1351,1.9404,1.3403,1.7339,0.3212,0.0743,0.3639,-0.2089,-0.0981
GWB.EAST_TIMOR,GWB,4.2685,11.7197,48.0693,5.4490,3.7056,1.8056,2.1936,24.9531,26.3864,22.9944,1.2590,3.3920,median,0.0631,1.9458,1.9239,2.1660,2.0888,1.4357,1.7488,0.4312,0.1582,0.4410,-0.1932,-0.1134
GWB.WEST_BOMBERAI,GWB,4.4748,9.8483,36.7373,4.6761,3.1169,1.7346,1.8340,23.7744,24.3444,22.6422,0.7218,1.7022,mean,0.3465,-0.6385,-0.6651,-0.7989,-0.8936,0.2631,-1.4811,0.1297,-0.3362,0.3704,-0.8464,-0.7265
GWB.WEST_BOMBERAI,GWB,4.3846,9.8335,35.6872,4.6734,3.1319,1.7158,1.8297,23.3656,23.9299,22.2329,0.7207,1.7020,median,0.2242,-0.6571,-0.9130,-0.8081,-0.8237,-0.0293,-1.5196,0.0318,-0.4279,0.2903,-0.8482,-0.7266
Gaa.GAAGUDJU,Gaa,5.7429,10.9657,42.2244,4.9169,3.3600,1.7785,1.9539,27.2332,30.1904,24.5359,2.0710,5.6545,mean,1.8467,0.8502,0.6068,0.0682,0.2793,0.9744,-0.4114,1.1011,1.2799,0.7694,0.3440,0.3466
Gaa.GAAGUDJU,Gaa,5.7429,10.9657,42.2244,4.9169,3.3600,1.7785,1.9539,27.2332,30.1904,24.5359,2.0710,5.6545,median,1.8467,0.8502,0.6068,0.0682,0.2793,0.9744,-0.4114,1.1011,1.2799,0.7694,0.3440,0.3466
Gar.GARRWAN,Gar,5.5882,10.6632,38.1089,5.0564,3.3523,1.8491,1.9190,25.6449,29.3037,20.5459,3.2557,8.7579,mean,1.6823,0.4313,-0.3436,0.5939,0.2409,2.2121,-0.7236,0.6220,0.9939,-0.0180,0.7966,0.7444
Gar.GARRWAN,Gar,5.5882,10.6632,38.1089,5.0564,3.3523,1.8491,1.9190,25.6449,29.3037,20.5459,3.2557,8.7579,median,1.6823,0.4313,-0.3436,0.5939,0.2409,2.2121,-0.7236,0.6220,0.9939,-0.0180,0.7966,0.7444
Gch.GUACHI,Gch,5.4107,11.2254,46.2222,5.2133,3.5789,1.7474,2.1791,27.1053,29.6474,23.5119,2.4104,6.1355,mean,1.4880,1.2193,1.5115,1.2057,1.4061,0.4656,1.6174,1.0603,1.1029,0.5477,0.4995,0.4206
Gch.GUACHI,Gch,5.4107,11.2254,46.2222,5.2133,3.5789,1.7474,2.1791,27.1053,29.6474,23.5119,2.4104,6.1355,median,1.4880,1.2193,1.5115,1.2057,1.4061,0.4656,1.6174,1.0603,1.1029,0.5477,0.4995,0.4206
Gcu.ABIPON,Gcu,4.1452,10.7300,47.2074,4.8901,3.3719,1.6768,2.0907,20.8326,27.4061,13.8517,4.8435,13.5545,mean,-0.1127,0.5228,1.7319,-0.0308,0.3388,-0.6104,0.8181,-0.5038,0.4325,-0.9420,1.1680,1.1450
Gcu.ABIPON,Gcu,4.1452,10.7300,47.2074,4.8901,3.3719,1.6768,2.0907,20.8326,27.4061,13.8517,4.8435,13.5545,median,-0.1127,0.5228,1.7319,-0.0308,0.3388,-0.6104,0.8181,-0.5038,0.4325,-0.9420,1.1680,1.1450
Gcu.KADIWEU,Gcu,5.7949,11.5387,43.5156,5.2101,3.6225,1.7544,2.1863,24.8780,27.2837,20.9531,2.6249,6.3306,mean,1.9010,1.6761,0.9009,1.1930,1.6385,0.5782,1.6826,0.4111,0.3985,0.0533,0.5852,0.4490
Gcu.KADIWEU,Gcu,5.7949,11.5387,43.5156,5.2101,3.6225,1.7544,2.1863,24.8780,27.2837,20.9531,2.6249,6.3306,median,1.9010,1.6761,0.9009,1.1930,1.6385,0.5782,1.6826,0.4111,0.3985,0.0533,0.5852,0.4490
Gcu.QOM,Gcu,5.7316,10.2213,42.2915,4.7854,3.2916,1.6961,2.0114,22.6876,28.3686,16.4148,4.4115,11.9538,mean,1.8348,-0.1594,0.6221,-0.4115,-0.0593,-0.3264,0.1042,-0.1233,0.7088,-0.6394,1.0828,1.0294
Gcu.QOM,Gcu,5.1316,10.0939,42.0554,4.7354,3.2703,1.6797,2.0129,22.1932,28.1129,15.8798,4.4712,12.2331,median,1.1693,-0.3251,0.5682,-0.5899,-0.1631,-0.5683,0.1177,-0.2308,0.6337,-0.7074,1.0951,1.0506
Gii.GIIMBIYU,Gii,6.2172,10.3513,36.1385,4.9589,3.2918,1.8144,1.8909,26.3063,29.2941,23.5170,2.0737,5.7771,mean,2.3249,0.0117,-0.8063,0.2246,-0.0580,1.5886,-0.9748,0.8144,0.9909,0.5488,0.3454,0.3661
Gii.GIIMBIYU,Gii,6.1842,10.4539,36.2966,5.0090,3.3259,1.8212,1.9070,26.8226,29.6363,24.2970,1.9149,5.3393,median,2.2928,0.1484,-0.7690,0.4133,0.1098,1.7090,-0.8308,0.9716,1.0994,0.7164,0.2623,0.2948
Gmo.GUAMO,Gmo,5.6613,9.6113,38.4400,4.5755,3.1172,1.6104,1.9840,27.3695,30.0200,25.8825,1.6345,4.1375,mean,1.7605,-0.9335,-0.2664,-1.1459,-0.8922,-1.5269,-0.1417,1.1450,1.2237,1.0833,0.0939,0.0649
Gmo.GUAMO,Gmo,5.6613,9.6113,38.4400,4.5755,3.1172,1.6104,1.9840,27.3695,30.0200,25.8825,1.6345,4.1375,median,1.7605,-0.9335,-0.2664,-1.1459,-0.8922,-1.5269,-0.1417,1.1450,1.2237,1.0833,0.0939,0.0649
Gto.GUATO,Gto,3.1579,10.7985,46.6329,4.8803,3.3851,1.6368,2.1289,27.5730,30.2398,25.0240,2.0524,5.2158,mean,-1.7413,0.6172,1.6035,-0.0668,0.4051,-1.1732,1.1630,1.2113,1.2963,0.8802,0.3347,0.2736
Gto.GUATO,Gto,3.1579,10.7985,46.6329,4.8803,3.3851,1.6368,2.1289,27.5730,30.2398,25.0240,2.0524,5.2158,median,-1.7413,0.6172,1.6035,-0.0668,0.4051,-1.1732,1.1630,1.2113,1.2963,0.8802,0.3347,0.2736
Gua.GUAHIBAN,Gua,5.1889,9.9922,40.1173,4.7456,3.2522,1.6880,1.9995,26.4868,28.5581,25.0613,1.3984,3.4968,mean,1.2361,-0.4558,0.1228,-0.5536,-0.2513,-0.4463,-0.0029,0.8686,0.7652,0.8888,-0.0763,-0.0861
Gua.GUAHIBAN,Gua,5.1375,9.9675,39.9088,4.7380,3.2447,1.6942,1.9921,26.6732,28.9548,25.0835,1.5563,3.8712,median,1.1762,-0.4873,0.0746,-0.5805,-0.2871,-0.3544,-0.0690,0.9255,0.8856,0.8939,0.0409,0.0051
Gum.GUMUZ,Gum,3.7637,11.0793,47.9012,5.0768,3.4356,1.7005,2.1106,28.0495,32.1932,24.7806,2.4471,7.4127,mean,-0.6913,1.0106,1.8865,0.6723,0.6611,-0.2607,0.9980,1.3708,1.9835,0.8245,0.5148,0.5923
Gum.GUMUZ,Gum,3.8718,11.1714,48.7603,5.0825,3.4564,1.6991,2.1226,28.1552,32.2746,24.9701,2.4471,7.3855,median,-0.5217,1.1418,2.0773,0.6941,0.7673,-0.2821,1.1061,1.4069,2.0139,0.8678,0.5148,0.5890
Gun.ANINDILYAKWA,Gun,6.5926,11.7275,49.1505,5.3071,3.6456,1.8228,2.1357,26.1947,28.6968,22.4107,2.2731,6.2861,mean,2.6785,1.9575,2.1638,1.5819,1.7628,1.7373,1.2245,0.7812,0.8069,0.3248,0.4399,0.4426
Gun.ANINDILYAKWA,Gun,6.5926,11.7275,49.1505,5.3071,3.6456,1.8228,2.1357,26.1947,28.6968,22.4107,2.2731,6.2861,median,2.6785,1.9575,2.1638,1.5819,1.7628,1.7373,1.2245,0.7812,0.8069,0.3248,0.4399,0.4426
Gun.DJAUAN,Gun,6.2143,10.4232,39.6795,4.7068,3.1764,1.7652,1.8651,25.4329,29.5312,21.2407,2.8748,8.2905,mean,2.3221,0.1073,0.0215,-0.6910,-0.6142,0.7541,-1.2045,0.5624,1.0658,0.1048,0.6754,0.6943
Gun.DJAUAN,Gun,6.2143,10.4232,39.6795,4.7068,3.1764,1.7652,1.8651,25.4329,29.5312,21.2407,2.8748,8.2905,median,2.3221,0.1073,0.0215,-0.6910,-0.6142,0.7541,-1.2045,0.5624,1.0658,0.1048,0.6754,0.6943
Gun.EASTERN_GUNWINYGUAN,Gun,5.0620,10.2423,39.0119,4.7246,3.1943,1.7597,1.8767,26.2176,30.1116,22.1707,2.7335,7.9409,mean,1.0872,-0.1320,-0.1333,-0.6281,-0.5293,0.6642,-1.1015,0.7880,1.2538,0.2783,0.6256,0.6550
Gun.EASTERN_GUNWINYGUAN,Gun,5.2571,10.2262,38.8205,4.7013,3.1850,1.7538,1.8849,26.1958,30.0146,21.9444,2.7630,8.0702,median,1.3147,-0.1530,-0.1778,-0.7104,-0.5734,0.5685,-1.0280,0.7815,1.2220,0.2351,0.6362,0.6697
Gun.MARNE,Gun,5.8248,9.7367,33.5410,4.4938,3.0379,1.7208,1.8257,25.5917,28.6847,22.5586,2.1631,6.1261,mean,1.9320,-0.7783,-1.4244,-1.4212,-1.2570,0.0480,-1.5551,0.6070,0.8033,0.3539,0.3890,0.4192
Gun.MARNE,Gun,5.9643,9.7366,32.6518,4.4338,2.9950,1.7133,1.8232,25.3130,28.4219,22.3928,2.1403,6.0291,median,2.0746,-0.7784,-1.6382,-1.6199,-1.4506,-0.0676,-1.5773,0.5292,0.7246,0.3213,0.3781,0.4047
Gun.NUNGGUBUYU,Gun,5.3088,11.4066,44.0661,5.2172,3.4823,1.8509,1.9713,26.4832,29.4756,22.4885,2.4412,6.9870,mean,1.3735,1.4820,1.0257,1.2212,0.9006,2.2452,-0.2556,0.8675,1.0482,0.3401,0.5123,0.5386
Gun.NUNGGUBUYU,Gun,5.3088,11.4066,44.0661,5.2172,3.4823,1.8509,1.9713,26.4832,29.4756,22.4885,2.4412,6.9870,median,1.3735,1.4820,1.0257,1.2212,0.9006,2.2452,-0.2556,0.8675,1.0482,0.3401,0.5123,0.5386
Gun.WESTERN_GUNWINYGUAN,Gun,3.8000,9.4895,35.6198,4.6026,3.1369,1.7329,1.8662,27.3410,30.2786,24.8320,1.9575,5.4467,mean,-0.6338,-1.0823,-0.9289,-1.0532,-0.8003,0.2358,-1.1947,1.1358,1.3092,0.8362,0.2853,0.3128
Gun.WESTERN_GUNWINYGUAN,Gun,3.8000,9.4895,35.6198,4.6026,3.1369,1.7329,1.8662,27.3410,30.2786,24.8320,1.9575,5.4467,median,-0.6338,-1.0823,-0.9289,-1.0532,-0.8003,0.2358,-1.1947,1.1358,1.3092,0.8362,0.2853,0.3128
Gur.GURIASO,Gur,4.2667,10.0097,39.0636,4.9189,3.2406,1.7550,1.9450,25.6880,25.9909,25.2027,0.4729,0.7881,mean,0.0606,-0.4334,-0.1213,0.0757,-0.3071,0.5879,-0.4911,0.6342,0.0568,0.9216,-1.3832,-1.4010
Gur.GURIASO,Gur,4.2667,10.0097,39.0636,4.9189,3.2406,1.7550,1.9450,25.6880,25.9909,25.2027,0.4729,0.7881,median,0.0606,-0.4334,-0.1213,0.0757,-0.3071,0.5879,-0.4911,0.6342,0.0568,0.9216,-1.3832,-1.4010
HC.HOBITO-CHOLON,HC,3.4115,9.5556,36.7303,4.6676,3.0807,1.6756,1.9008,9.3318,10.1050,8.0203,0.8510,2.0847,mean,-1.2794,-1.0018,-0.6668,-0.8284,-1.0612,-0.6278,-0.8862,-1.7768,-2.1226,-1.4416,-0.6468,-0.5472
