Family,WL,Index0,Index1,Index2,Index3,Index4,Index5,T,T_max,T_min,T_sd,T_diff,Method,WL_trans,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,Index5_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
Tuc,4.6578,10.8653,45.2639,5.0110,3.5238,1.6953,2.1760,25.0786,25.4455,24.3189,0.6222,1.1265,mean,0.3303,0.7561,1.3369,0.4195,1.1528,-0.2946,1.6179,0.4390,-0.1201,0.6965,-1.0375,-1.0781
Tuc,4.7743,10.9634,45.2378,4.9936,3.5473,1.6845,2.1957,25.0352,25.4036,24.3154,0.5759,0.9989,median,0.4793,0.9059,1.3304,0.3491,1.2885,-0.4512,1.8007,0.4280,-0.1301,0.6957,-1.1350,-1.1849
Tun,4.2250,10.7172,39.1913,5.2039,3.4840,1.7600,2.0775,18.4515,28.2723,7.0982,7.7350,21.1741,mean,-0.2544,0.5339,-0.1507,1.2357,0.9261,0.6777,0.6962,-0.8857,0.6258,-1.4759,1.5327,1.5039
Tun,4.2250,10.7172,39.1913,5.2039,3.4840,1.7600,2.0775,18.4515,28.2723,7.0982,7.7350,21.1741,median,-0.2544,0.5339,-0.1507,1.2357,0.9261,0.6777,0.6962,-0.8857,0.6258,-1.4759,1.5327,1.5039
Tup,4.0926,10.5549,43.8679,4.9658,3.4423,1.7102,2.1126,25.5810,28.1986,23.7769,1.8002,4.4217,mean,-0.4440,0.2960,0.9930,0.2373,0.6933,-0.0761,1.0255,0.5693,0.6045,0.5879,0.1799,0.1312
Tup,4.0000,10.5911,43.6377,5.0284,3.4628,1.7219,2.1153,25.9687,28.3818,24.6793,1.6458,4.0992,median,-0.5798,0.3486,0.9364,0.4905,0.8071,0.0981,1.0511,0.6730,0.6576,0.7704,0.0853,0.0645
UA,4.3835,10.0406,39.4603,4.8139,3.2630,1.6866,2.0042,17.9558,23.7322,12.5557,4.0779,11.1764,mean,-0.0344,-0.4196,-0.0852,-0.3505,-0.2590,-0.4203,0.0031,-0.9588,-0.5047,-1.0298,0.9793,0.9455
UA,4.4000,10.1369,39.6912,4.8827,3.2882,1.6961,1.9940,18.4245,23.6602,13.4646,3.1366,8.5920,median,-0.0118,-0.2898,-0.0291,-0.0887,-0.1302,-0.2837,-0.0938,-0.8898,-0.5198,-0.9372,0.7346,0.7150
UC,3.9896,9.3065,33.3000,4.6273,3.0457,1.6228,1.8911,7.7932,9.5534,5.2180,1.7079,4.3354,mean,-0.5953,-1.3431,-1.5719,-1.0220,-1.3074,-1.3155,-1.0793,-1.8754,-2.1360,-1.5915,0.1245,0.1139
UC,3.9792,9.2139,33.5485,4.6219,3.0394,1.6262,1.8878,7.6269,9.5539,4.8445,1.8604,4.7095,median,-0.6108,-1.4517,-1.5124,-1.0407,-1.3358,-1.2692,-1.1116,-1.8831,-2.1360,-1.6125,0.2142,0.1867
Umb,5.4195,10.8331,39.9201,4.9163,3.3137,1.8013,1.9022,27.2019,30.3852,24.6092,2.0746,5.7760,mean,1.2506,0.7074,0.0267,0.0416,0.0019,1.3293,-0.9723,1.0221,1.2802,0.7559,0.3265,0.3663
Umb,5.4195,10.8331,39.9201,4.9163,3.3137,1.8013,1.9022,27.2019,30.3852,24.6092,2.0746,5.7760,median,1.2506,0.7074,0.0267,0.0416,0.0019,1.3293,-0.9723,1.0221,1.2802,0.7559,0.3265,0.3663
Ura,4.1094,9.6289,34.0054,4.7003,3.1248,1.6723,1.8991,0.4623,15.8061,-13.6809,10.6834,29.4870,mean,-0.4196,-0.9513,-1.4030,-0.7659,-0.9388,-0.6262,-1.0024,-2.0794,-1.7110,-2.0878,1.7901,1.7924
Ura,4.0125,9.5385,34.1277,4.6922,3.1199,1.6707,1.8846,0.8191,16.3221,-12.5532,10.1991,28.3071,median,-0.5613,-1.0634,-1.3736,-0.7946,-0.9621,-0.6491,-1.1420,-2.0746,-1.6577,-2.0794,1.7539,1.7569
Urr,5.1481,10.8949,43.1994,5.0800,3.4182,1.6872,2.1156,25.6179,26.2888,24.7774,0.8172,1.5114,mean,0.9367,0.8011,0.8288,0.7042,0.5603,-0.4122,1.0539,0.5790,0.0875,0.7908,-0.7041,-0.8173
Urr,5.1481,10.8949,43.1994,5.0800,3.4182,1.6872,2.1156,25.6179,26.2888,24.7774,0.8172,1.5114,median,0.9367,0.8011,0.8288,0.7042,0.5603,-0.4122,1.0539,0.5790,0.0875,0.7908,-0.7041,-0.8173
Vil,4.2434,10.2370,38.7899,4.8941,3.2709,1.7282,1.9610,21.8235,28.0032,15.3186,4.5972,12.6846,mean,-0.2285,-0.1530,-0.2482,-0.0448,-0.2189,0.1925,-0.4084,-0.2978,0.5485,-0.7298,1.0875,1.0563
Vil,4.2434,10.2370,38.7899,4.8941,3.2709,1.7282,1.9610,21.8235,28.0032,15.3186,4.5972,12.6846,median,-0.2285,-0.1530,-0.2482,-0.0448,-0.2189,0.1925,-0.4084,-0.2978,0.5485,-0.7298,1.0875,1.0563
WBH,3.9242,9.9779,38.4971,4.7911,3.1871,1.7086,1.9244,26.0427,26.5514,25.0881,0.6516,1.4633,mean,-0.6931,-0.5028,-0.3193,-0.4355,-0.6384,-0.0995,-0.7592,0.6931,0.1547,0.8561,-0.9799,-0.8460
WBH,3.8182,9.9257,37.9902,4.8081,3.1532,1.7015,1.9125,26.2311,26.7724,25.2798,0.6498,1.4927,median,-0.8549,-0.5716,-0.4423,-0.3721,-0.8030,-0.2040,-0.8732,0.7448,0.2122,0.8970,-0.9833,-0.8284
WD,5.3325,10.3177,34.8399,5.0258,3.3862,1.8198,1.9535,27.1008,29.3848,24.3160,1.8800,5.0687,mean,1.1515,-0.0411,-1.2027,0.4797,0.3862,1.6290,-0.4803,0.9923,0.9596,0.6959,0.2251,0.2514
WD,5.3793,10.2784,34.3942,5.0177,3.3839,1.8122,1.9574,27.2465,29.3408,24.4066,1.8225,4.9312,median,1.2050,-0.0958,-1.3097,0.4468,0.3740,1.5053,-0.4428,1.0353,0.9460,0.7143,0.1927,0.2272
WY,3.8533,9.3250,34.4770,4.6460,3.0450,1.6405,1.8680,12.8898,19.6145,7.3508,4.8308,12.2637,mean,-0.8009,-1.3213,-1.2898,-0.9572,-1.3101,-1.0728,-1.3019,-1.5388,-1.2402,-1.4590,1.1316,1.0267
WY,3.8533,9.3250,34.4770,4.6460,3.0450,1.6405,1.8680,12.8898,19.6145,7.3508,4.8308,12.2637,median,-0.8009,-1.3213,-1.2898,-0.9572,-1.3101,-1.0728,-1.3019,-1.5388,-1.2402,-1.4590,1.1316,1.0267
Wag,5.5769,10.3628,38.3507,4.7213,3.2000,1.7594,1.8591,27.4350,31.1730,23.9533,2.5372,7.2197,mean,1.4262,0.0220,-0.3548,-0.6905,-0.5748,0.6684,-1.3885,1.0914,1.5466,0.6229,0.5288,0.5623
Wag,5.5769,10.3628,38.3507,4.7213,3.2000,1.7594,1.8591,27.4350,31.1730,23.9533,2.5372,7.2197,median,1.4262,0.0220,-0.3548,-0.6905,-0.5748,0.6684,-1.3885,1.0914,1.5466,0.6229,0.5288,0.5623
Wak,4.6933,8.7511,32.6511,4.3220,2.8506,1.5921,1.7679,8.2125,15.0845,2.7672,4.7017,12.3173,mean,0.3760,-1.9684,-1.7270,-2.0068,-2.1527,-1.7269,-2.2778,-1.8551,-1.7802,-1.7177,1.1075,1.0306
Wak,4.4250,8.8176,32.5977,4.3835,2.8638,1.6067,1.7337,8.8116,15.1519,4.1124,4.3044,11.4690,median,0.0221,-1.8967,-1.7397,-1.8194,-2.0981,-1.5325,-2.6139,-1.8240,-1.7740,-1.6517,1.0283,0.9681
Wao,4.6923,11.0026,45.2988,4.6733,3.4228,1.6252,2.1723,24.7620,25.3439,23.6114,0.8059,1.7325,mean,0.3748,0.9665,1.3455,-0.8615,0.5855,-1.2828,1.5833,0.3593,-0.1443,0.5554,-0.7206,-0.6963
Wao,4.6923,11.0026,45.2988,4.6733,3.4228,1.6252,2.1723,24.7620,25.3439,23.6114,0.8059,1.7325,median,0.3748,0.9665,1.3455,-0.8615,0.5855,-1.2828,1.5833,0.3593,-0.1443,0.5554,-0.7206,-0.6963
War,4.6500,11.2469,45.2558,5.2267,3.4735,1.7235,2.1388,26.3039,27.1319,25.4115,0.7044,1.7204,mean,0.3202,1.3514,1.3349,1.3364,0.8670,0.1220,1.2710,0.7649,0.3076,0.9253,-0.8839,-0.7025
War,4.6500,11.2469,45.2558,5.2267,3.4735,1.7235,2.1388,26.3039,27.1319,25.4115,0.7044,1.7204,median,0.3202,1.3514,1.3349,1.3364,0.8670,0.1220,1.2710,0.7649,0.3076,0.9253,-0.8839,-0.7025
Was,4.7821,11.5874,44.7578,5.4688,3.6059,1.7760,2.1594,20.1293,20.6915,19.2926,0.6492,1.3989,mean,0.4892,1.9108,1.2121,2.4624,1.6333,0.9273,1.4632,-0.6137,-1.0721,-0.1930,-0.9845,-0.8859
Was,4.7821,11.5874,44.7578,5.4688,3.6059,1.7760,2.1594,20.1293,20.6915,19.2926,0.6492,1.3989,median,0.4892,1.9108,1.2121,2.4624,1.6333,0.9273,1.4632,-0.6137,-1.0721,-0.1930,-0.9845,-0.8859
Wit,4.6751,10.9751,43.8569,5.0764,3.4654,1.7096,2.1525,25.1818,25.5530,24.4121,0.5753,1.1409,mean,0.3527,0.9240,0.9903,0.6891,0.8215,-0.0845,1.3993,0.4654,-0.0943,0.7155,-1.1361,-1.0668
Wit,4.5875,11.2524,44.9260,5.1528,3.5693,1.7354,2.1941,25.1641,25.5339,24.3732,0.5645,1.0994,median,0.2387,1.3602,1.2535,1.0133,1.4169,0.3011,1.7859,0.4609,-0.0989,0.7075,-1.1604,-1.0997
Wnd,5.0230,10.1737,35.8861,4.9190,3.3224,1.7983,1.9311,27.1927,28.9376,24.7005,1.5845,4.2371,mean,0.7871,-0.2398,-0.9509,0.0523,0.0473,1.2817,-0.6949,1.0194,0.8226,0.7748,0.0449,0.0936
Wnd,5.0345,10.1806,36.0563,4.9131,3.3172,1.7980,1.9261,27.1927,28.9376,24.7005,1.5845,4.2371,median,0.8010,-0.2304,-0.9098,0.0291,0.0202,1.2763,-0.7426,1.0194,0.8226,0.7748,0.0449,0.0936
Wor,5.3317,11.3510,43.6969,5.2648,3.5123,1.8652,1.9890,26.5572,29.2571,23.5453,2.0398,5.7118,mean,1.1506,1.5196,0.9510,1.5066,1.0866,2.3850,-0.1416,0.8359,0.9201,0.5425,0.3093,0.3565
Wor,4.7889,11.3768,43.2600,5.2335,3.4805,1.8665,1.9809,27.1083,29.5576,23.9689,1.9383,5.4051,median,0.4978,1.5616,0.8436,1.3666,0.9064,2.4078,-0.2186,0.9945,1.0136,0.6260,0.2567,0.3079
Wsh,4.5232,9.8182,33.2557,4.6277,3.1962,1.6560,1.9551,6.9855,18.3598,-1.6769,7.4846,20.0367,mean,0.1538,-0.7112,-1.5825,-1.0205,-0.5936,-0.8569,-0.4643,-1.9113,-1.4158,-1.8868,1.5057,1.4557
Wsh,4.5232,9.8182,33.2557,4.6277,3.1962,1.6560,1.9551,6.9855,18.3598,-1.6769,7.4846,20.0367,median,0.1538,-0.7112,-1.5825,-1.0205,-0.5936,-0.8569,-0.4643,-1.9113,-1.4158,-1.8868,1.5057,1.4557
Xin,4.2568,10.7023,43.6743,5.1172,3.4259,1.7428,2.0443,23.0274,24.7694,21.2778,1.2784,3.4916,mean,-0.2097,0.5118,0.9454,0.8610,0.6026,0.4135,0.3831,-0.0461,-0.2777,0.1279,-0.1888,-0.0769
Xin,4.2568,10.7023,43.6743,5.1172,3.4259,1.7428,2.0443,23.0274,24.7694,21.2778,1.2784,3.4916,median,-0.2097,0.5118,0.9454,0.8610,0.6026,0.4135,0.3831,-0.0461,-0.2777,0.1279,-0.1888,-0.0769
YD,4.1375,10.1882,37.3661,4.9095,3.3459,1.7645,1.9967,25.6041,26.4586,24.3104,0.9251,2.1482,mean,-0.3791,-0.2200,-0.5934,0.0151,0.1710,0.7475,-0.0682,0.5754,0.1308,0.6947,-0.5574,-0.5059
YD,4.1375,10.1882,37.3661,4.9095,3.3459,1.7645,1.9967,25.6041,26.4586,24.3104,0.9251,2.1482,median,-0.3791,-0.2200,-0.5934,0.0151,0.1710,0.7475,-0.0682,0.5754,0.1308,0.6947,-0.5574,-0.5059
Ya,4.6539,9.9404,36.7875,4.7190,3.1605,1.7263,1.8812,26.0488,27.7272,24.2080,1.3072,3.5193,mean,0.3253,-0.5523,-0.7334,-0.6988,-0.7676,0.1641,-1.1747,0.6948,0.4707,0.6740,-0.1642,-0.0700
Ya,4.5129,9.9433,37.2368,4.7358,3.1669,1.7294,1.8786,26.0562,27.7309,24.2050,1.3109,3.5367,median,0.1401,-0.5485,-0.6247,-0.6382,-0.7368,0.2106,-1.1994,0.6968,0.4718,0.6734,-0.1611,-0.0656
Yal,4.5371,10.3034,39.6029,4.7717,3.2719,1.6608,2.0379,26.0351,26.3327,25.5131,0.5012,0.8195,mean,0.1723,-0.0611,-0.0505,-0.5071,-0.2138,-0.7889,0.3226,0.6910,0.0987,0.9473,-1.3130,-1.3610
Yal,4.4483,10.5871,40.5006,4.7917,3.2756,1.6476,2.0702,26.0351,26.3327,25.5131,0.5012,0.8195,median,0.0536,0.3428,0.1682,-0.4332,-0.1949,-0.9743,0.6275,0.6910,0.0987,0.9473,-1.3130,-1.3610
Yam,4.5000,10.1724,44.0761,4.9220,3.2586,1.6810,1.9807,2.2232,5.7035,-1.3772,2.6743,7.0807,mean,0.1230,-0.2416,1.0442,0.0640,-0.2816,-0.5017,-0.2205,-2.0516,-2.2396,-1.8775,0.5805,0.5453
Yam,4.5000,10.1724,44.0761,4.9220,3.2586,1.6810,1.9807,2.2232,5.7035,-1.3772,2.6743,7.0807,median,0.1230,-0.2416,1.0442,0.0640,-0.2816,-0.5017,-0.2205,-2.0516,-2.2396,-1.8775,0.5805,0.5453
Yan,4.7669,10.5617,43.1946,5.0873,3.4273,1.7408,2.0839,22.6617,23.6075,21.7147,1.1874,1.8927,mean,0.4700,0.3058,0.8276,0.7350,0.6102,0.3824,0.7565,-0.1250,-0.5308,0.2037,-0.2712,-0.6180
Yan,4.8125,10.6340,42.8420,5.1093,3.4000,1.7400,2.0882,22.1668,22.9619,21.5441,1.3327,2.1606,median,0.5275,0.4112,0.7410,0.8275,0.4611,0.3709,0.7968,-0.2284,-0.6619,0.1739,-0.1429,-0.5009
Yaw,4.4376,11.3222,47.1699,5.1859,3.4997,1.8357,2.0712,23.0401,23.3592,22.7139,0.4016,0.6453,mean,0.0392,1.4728,1.8080,1.1570,1.0150,1.8906,0.6366,-0.0433,-0.5820,0.3843,-1.6060,-1.5738
Yaw,4.4138,11.0865,46.6515,5.0817,3.4309,1.8211,2.0447,22.5987,22.9181,22.2729,0.4022,0.6451,median,0.0069,1.0971,1.6797,0.7113,0.6301,1.6503,0.3868,-0.1384,-0.6706,0.3033,-1.6038,-1.5740
Yen,3.6445,9.4026,35.0714,4.5446,3.0883,1.6154,1.9320,-2.7606,17.4582,-21.9844,14.0569,39.4426,mean,-1.1289,-1.2286,-1.1470,-1.3023,-1.1105,-1.4151,-0.6862,-2.1080,-1.5293,-2.1168,1.9980,2.0454
Yen,3.7256,9.3333,34.0833,4.5302,3.0713,1.6107,1.9359,-3.0266,17.3768,-22.6640,14.3025,40.3091,median,-0.9996,-1.3114,-1.3843,-1.3502,-1.1896,-1.4789,-0.6486,-2.1094,-1.5390,-2.1176,2.0108,2.0642
Yka,4.7325,10.5862,38.5061,5.0740,3.4000,1.7668,1.9881,-10.6974,13.5110,-33.4630,17.3280,46.9740,mean,0.4262,0.3415,-0.3171,0.6792,0.4608,0.7826,-0.1502,-2.1203,-1.9115,-2.1202,2.1503,2.1971
Yka,4.7304,10.5849,39.1366,5.0596,3.3815,1.7621,1.9836,-10.6974,13.5110,-33.4630,17.3280,46.9740,median,0.4236,0.3396,-0.1640,0.6194,0.3611,0.7103,-0.1928,-2.1203,-1.9115,-2.1202,2.1503,2.1971
Yng,5.7813,11.1591,39.0960,5.2201,3.4951,1.8626,1.9921,26.9876,31.0838,22.5544,3.0507,8.5294,mean,1.6478,1.2115,-0.1739,1.3072,0.9889,2.3407,-0.1124,0.9593,1.5158,0.3548,0.7081,0.7086
Yng,5.7813,11.1591,39.0960,5.2201,3.4951,1.8626,1.9921,26.9876,31.0838,22.5544,3.0507,8.5294,median,1.6478,1.2115,-0.1739,1.3072,0.9889,2.3407,-0.1124,0.9593,1.5158,0.3548,0.7081,0.7086
Yrr,3.7692,10.9820,45.4817,4.9846,3.4356,1.7068,2.1182,27.4528,30.3354,25.7301,1.7296,4.6053,mean,-0.9311,0.9346,1.3906,0.3127,0.6560,-0.1261,1.0783,1.0968,1.2638,0.9946,0.1378,0.1670
Yrr,3.7692,10.9820,45.4817,4.9846,3.4356,1.7068,2.1182,27.4528,30.3354,25.7301,1.7296,4.6053,median,-0.9311,0.9346,1.3906,0.3127,0.6560,-0.1261,1.0783,1.0968,1.2638,0.9946,0.1378,0.1670
Yua,5.1304,10.1996,38.0998,4.8793,3.2131,1.7772,1.9070,26.2924,26.5889,25.8468,0.5310,0.7421,mean,0.9157,-0.2045,-0.4157,-0.1022,-0.5098,0.9459,-0.9258,0.7618,0.1644,1.0203,-1.2385,-1.4493
Yua,4.9355,10.1091,37.4175,4.8725,3.2036,1.7842,1.8919,26.2461,26.5560,25.8082,0.5469,0.7478,median,0.6804,-0.3275,-0.5810,-0.1281,-0.5571,1.0566,-1.0716,0.7490,0.1559,1.0118,-1.2007,-1.4425
Yuc,3.2941,10.2576,39.7926,4.8140,3.2951,1.6304,2.0789,14.7677,25.8360,2.3615,8.4782,23.4744,mean,-1.7192,-0.1246,-0.0044,-0.3501,-0.0946,-1.2118,0.7094,-1.3567,-0.0255,-1.7362,1.6072,1.5938
Yuc,3.2941,10.2576,39.7926,4.8140,3.2951,1.6304,2.0789,14.7677,25.8360,2.3615,8.4782,23.4744,median,-1.7192,-0.1246,-0.0044,-0.3501,-0.0946,-1.2118,0.7094,-1.3567,-0.0255,-1.7362,1.6072,1.5938
Yur,4.5584,10.5319,42.9768,5.0146,3.3553,1.6974,2.0624,26.5032,28.7603,24.2060,1.7382,4.5543,mean,0.2004,0.2628,0.7741,0.4341,0.2209,-0.2632,0.5539,0.8207,0.7693,0.6736,0.1431,0.1572
Yur,4.5584,10.5319,42.9768,5.0146,3.3553,1.6974,2.0624,26.5032,28.7603,24.2060,1.7382,4.5543,median,0.2004,0.2628,0.7741,0.4341,0.2209,-0.2632,0.5539,0.8207,0.7693,0.6736,0.1431,0.1572
Yuw,4.3195,10.9701,44.3113,5.1261,3.5546,1.7115,2.1641,25.9623,27.5737,25.0709,1.0814,2.5028,mean,-0.1223,0.9163,1.1021,0.8989,1.3310,-0.0559,1.5065,0.6713,0.4280,0.8525,-0.3770,-0.3709
Yuw,4.3195,10.9701,44.3113,5.1261,3.5546,1.7115,2.1641,25.9623,27.5737,25.0709,1.0814,2.5028,median,-0.1223,0.9163,1.1021,0.8989,1.3310,-0.0559,1.5065,0.6713,0.4280,0.8525,-0.3770,-0.3709
Zam,4.8228,10.6040,42.3902,4.8624,3.3659,1.6730,2.0727,26.9069,29.5050,22.4990,2.9673,7.0059,mean,0.5404,0.3674,0.6303,-0.1670,0.2772,-0.6167,0.6510,0.9359,0.9971,0.3446,0.6814,0.5359
Zam,4.7375,10.8639,42.9730,4.8589,3.3714,1.6695,2.0868,26.9486,29.5280,22.5642,2.9499,6.9638,median,0.4326,0.7540,0.7732,-0.1802,0.3068,-0.6661,0.7837,0.9480,1.0043,0.3566,0.6758,0.5306
Zap,5.7756,10.9966,45.1197,5.1527,3.4598,1.7601,2.1015,25.3562,25.9686,24.4288,0.7774,1.5398,mean,1.6417,0.9572,1.3013,1.0130,0.7902,0.6795,0.9216,0.5104,0.0072,0.7189,-0.7639,-0.8008
Zap,5.4808,10.9255,44.3845,5.1521,3.4502,1.7570,2.1025,25.2192,25.6576,24.2986,0.6966,1.4234,median,1.3194,0.8479,1.1201,1.0103,0.7369,0.6306,0.9307,0.4750,-0.0690,0.6923,-0.8974,-0.8705
Zun,4.5278,10.1233,41.9855,4.8414,3.2703,1.6684,2.0254,11.8692,22.7922,1.6893,7.8249,21.1028,mean,0.1599,-0.3083,0.5311,-0.2468,-0.2220,-0.6818,0.2042,-1.6234,-0.6953,-1.7653,1.5422,1.5009
Zun,4.5278,10.1233,41.9855,4.8414,3.2703,1.6684,2.0254,11.8692,22.7922,1.6893,7.8249,21.1028,median,0.1599,-0.3083,0.5311,-0.2468,-0.2220,-0.6818,0.2042,-1.6234,-0.6953,-1.7653,1.5422,1.5009
