Genus,Family,Index0,Index1,Index2,Index3,Index4,T,T_max,T_min,T_sd,T_diff,Method,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
NC.MAMFE,NC,10.2347,37.3354,3.2501,1.7389,1.9552,25.8027,27.3452,24.0918,1.2108,3.2534,median,-0.1419,-0.5247,-0.2614,0.3305,-0.4001,0.6670,0.4155,0.6715,-0.2371,-0.1508
NC.MANJAKU,NC,9.4626,34.7687,3.0544,1.6685,1.8475,26.3417,27.8273,24.1548,1.2826,3.6725,mean,-1.1147,-1.1307,-1.1815,-0.7295,-1.3613,0.8250,0.5513,0.6852,-0.1723,-0.0422
NC.MANJAKU,NC,9.4416,34.9406,3.0563,1.6683,1.8354,26.3046,27.5359,24.2066,1.1864,3.3718,median,-1.1401,-1.0899,-1.1730,-0.7335,-1.4682,0.8139,0.4687,0.6966,-0.2602,-0.1188
NC.MBRE,NC,10.5662,40.2047,3.2978,1.7365,2.0221,26.1456,28.2045,24.3211,1.4088,3.8833,mean,0.2994,0.1427,-0.0289,0.2926,0.2000,0.7667,0.6604,0.7217,-0.0680,0.0079
NC.MBRE,NC,10.5662,40.2047,3.2978,1.7365,2.0221,26.1456,28.2045,24.3211,1.4088,3.8833,median,0.2994,0.1427,-0.0289,0.2926,0.2000,0.7667,0.6604,0.7217,-0.0680,0.0079
NC.MBUMIC,NC,10.1185,36.7293,3.1953,1.6849,1.9502,26.6417,30.2530,23.9525,2.2105,6.3005,mean,-0.2933,-0.6670,-0.5245,-0.4921,-0.4449,0.9158,1.3006,0.6413,0.4113,0.4446
NC.MBUMIC,NC,10.1958,37.6247,3.2232,1.6912,1.9631,26.4002,29.7897,23.7405,2.2290,6.3048,median,-0.1928,-0.4569,-0.3911,-0.3995,-0.3294,0.8425,1.1487,0.5960,0.4198,0.4453
NC.MIYOBE,NC,10.5281,38.3199,3.3884,1.7554,2.0333,26.0602,28.9120,24.0184,1.7176,4.8936,mean,0.2479,-0.2945,0.4215,0.5946,0.3007,0.7416,0.8724,0.6556,0.1471,0.2160
NC.MIYOBE,NC,10.5281,38.3199,3.3884,1.7554,2.0333,26.0602,28.9120,24.0184,1.7176,4.8936,median,0.2479,-0.2945,0.4215,0.5946,0.3007,0.7416,0.8724,0.6556,0.1471,0.2160
NC.MUMUYE-YANDANG,NC,10.7485,39.1435,3.3660,1.7626,1.9987,26.4386,29.5431,24.4101,1.8405,5.1330,mean,0.5481,-0.1029,0.3088,0.7114,-0.0099,0.8541,1.0696,0.7414,0.2205,0.2592
NC.MUMUYE-YANDANG,NC,10.8998,39.3318,3.4457,1.7741,2.0140,26.4997,29.6081,24.5504,1.8289,5.1453,median,0.7578,-0.0593,0.7123,0.9013,0.1272,0.8725,1.0903,0.7727,0.2138,0.2613
NC.NA-TOGO,NC,10.8190,41.8056,3.4438,1.7453,2.0922,25.5080,27.2318,23.6777,1.2834,3.5541,mean,0.6455,0.5108,0.7025,0.4322,0.8313,0.5834,0.3842,0.5826,-0.1716,-0.0716
NC.NA-TOGO,NC,10.6163,41.7828,3.4233,1.7516,2.0934,25.6396,27.2459,23.8324,1.2544,3.4544,median,0.3673,0.5055,0.5981,0.5333,0.8421,0.6205,0.3881,0.6156,-0.1972,-0.0971
NC.NALUIC,NC,9.9628,36.4810,3.1584,1.7239,1.8555,27.2651,29.7925,25.4469,1.6225,4.3456,mean,-0.4933,-0.7254,-0.6994,0.0961,-1.2896,1.1113,1.1497,0.9789,0.0859,0.1090
NC.NALUIC,NC,9.6488,36.1994,3.0729,1.6841,1.8625,26.6720,27.8570,25.3921,1.0009,2.2923,median,-0.8872,-0.7918,-1.0970,-0.5040,-1.2276,0.9251,0.5598,0.9660,-0.4555,-0.4629
NC.NORTHERN_MEL,NC,9.3510,34.3336,3.0112,1.6910,1.8071,26.4221,27.6840,24.9574,1.0274,2.7266,mean,-1.2490,-1.2344,-1.3775,-0.4020,-1.7196,0.8491,0.5105,0.8649,-0.4251,-0.3085
NC.NORTHERN_MEL,NC,9.3786,34.3054,3.0154,1.6846,1.8112,26.5455,27.4471,25.1502,1.0716,2.9247,median,-1.2159,-1.2411,-1.3584,-0.4967,-1.6840,0.8864,0.4439,0.9094,-0.3764,-0.2459
NC.NUPOID,NC,11.5849,46.1887,3.6457,1.7643,2.2059,26.3868,28.5536,24.7793,1.5256,3.7742,mean,1.7445,1.5040,1.7636,0.7389,1.8605,0.8385,0.7639,0.8242,0.0192,-0.0177
NC.NUPOID,NC,11.5346,46.2654,3.6204,1.7549,2.1947,26.2570,28.4442,24.7605,1.5319,3.7733,median,1.6700,1.5212,1.6273,0.5865,1.7589,0.7997,0.7312,0.8200,0.0237,-0.0179
NC.NYUN,NC,9.6176,33.7661,3.0151,1.6690,1.8282,26.4164,28.2533,24.1844,1.4216,4.0689,mean,-0.9256,-1.3699,-1.3600,-0.7223,-1.5323,0.8474,0.6748,0.6917,-0.0581,0.0498
NC.NYUN,NC,9.5991,33.5481,3.0110,1.6731,1.8175,26.4225,28.4079,24.1213,1.4595,4.2934,median,-0.9484,-1.4222,-1.3785,-0.6638,-1.6276,0.8492,0.7204,0.6779,-0.0292,0.0981
NC.OGONOID,NC,10.9777,43.9067,3.3742,1.7254,2.0768,25.6788,26.8330,24.3717,0.9605,2.4613,mean,0.8670,0.9894,0.3504,0.1194,0.6921,0.6316,0.2760,0.7329,-0.5037,-0.3997
NC.OGONOID,NC,11.0375,43.3064,3.3831,1.7288,2.0699,25.6572,26.8156,24.3554,0.9618,2.4602,median,0.9513,0.8532,0.3951,0.1718,0.6307,0.6255,0.2713,0.7293,-0.5021,-0.4001
NC.OKO,NC,12.6437,52.6811,3.9333,1.8309,2.3228,25.1163,26.4566,23.6657,1.0931,2.7909,mean,3.3888,2.9402,3.3728,1.8817,2.9254,0.4753,0.1765,0.5801,-0.3536,-0.2877
NC.OKO,NC,12.6437,52.6811,3.9333,1.8309,2.3228,25.1163,26.4566,23.6657,1.0931,2.7909,median,3.3888,2.9402,3.3728,1.8817,2.9254,0.4753,0.1765,0.5801,-0.3536,-0.2877
NC.OTI-VOLTA,NC,10.3612,37.1069,3.2698,1.7563,1.9492,27.1261,30.3170,24.9827,1.9223,5.3343,mean,0.0248,-0.5783,-0.1656,0.6091,-0.4539,1.0669,1.3220,0.8707,0.2663,0.2939
NC.OTI-VOLTA,NC,10.4198,37.2324,3.2857,1.7621,1.9703,27.3189,30.3521,25.2420,1.8550,5.0402,median,0.1027,-0.5488,-0.0882,0.7036,-0.2649,1.1286,1.3337,0.9307,0.2288,0.2427
NC.PEUL-SERER,NC,10.6129,38.3924,3.3067,1.7543,1.9463,26.8540,30.4401,23.2589,2.4113,7.1812,mean,0.3627,-0.2776,0.0146,0.5773,-0.4798,0.9813,1.3632,0.4951,0.4999,0.5635
NC.PEUL-SERER,NC,10.7295,38.9255,3.3301,1.7743,1.9577,26.6644,30.1337,23.8129,2.2157,6.3565,median,0.5220,-0.1536,0.1306,0.9046,-0.3773,0.9227,1.2611,0.6114,0.4137,0.4527
NC.POTOU,NC,11.4935,47.1545,3.5646,1.7450,2.1703,25.7751,27.0445,23.7325,1.2110,3.3120,mean,1.6093,1.7202,1.3304,0.4280,1.5373,0.6591,0.3330,0.5943,-0.2369,-0.1348
NC.POTOU,NC,11.5958,48.0743,3.5862,1.7425,2.1857,25.7956,27.0325,23.7647,1.2160,3.3204,median,1.7607,1.9252,1.4448,0.3876,1.6773,0.6650,0.3298,0.6011,-0.2322,-0.1325
NC.SAMBA-DURU,NC,10.7629,40.8969,3.3464,1.7725,1.9682,25.6966,28.9374,23.2761,1.9784,5.6613,mean,0.5680,0.3022,0.2112,0.8752,-0.2835,0.6367,0.8802,0.4987,0.2964,0.3477
NC.SAMBA-DURU,NC,10.7591,41.0469,3.3167,1.7542,1.9812,26.3999,29.6988,23.9053,2.0623,5.9329,median,0.5627,0.3367,0.0639,0.5752,-0.1667,0.8424,1.1194,0.6312,0.3397,0.3902
NC.SAMU,NC,10.8947,42.4278,3.4569,1.8011,2.0482,26.2406,29.2457,23.8842,1.9363,5.3615,mean,0.7507,0.6530,0.7696,1.3573,0.4347,0.7948,0.9757,0.6267,0.2739,0.2985
NC.SAMU,NC,11.0323,43.6570,3.4461,1.8064,2.0480,26.2237,29.2515,23.8578,1.9340,5.3562,median,0.9439,0.9328,0.7143,1.4497,0.4330,0.7898,0.9776,0.6210,0.2726,0.2976
NC.SENUFO,NC,10.5924,39.6620,3.3280,1.7656,1.9813,26.8592,29.9974,24.4389,1.9548,5.5585,mean,0.3348,0.0173,0.1198,0.7601,-0.1666,0.9830,1.2163,0.7478,0.2839,0.3311
NC.SENUFO,NC,10.5703,39.0593,3.3273,1.7598,1.9867,27.1565,30.0738,24.2006,1.8889,5.1332,median,0.3049,-0.1225,0.1165,0.6661,-0.1179,1.0766,1.2414,0.6952,0.2479,0.2592
NC.SOUTHERN_MEL,NC,10.1443,36.4435,3.2529,1.7664,1.9250,25.4011,26.6955,23.9071,1.0773,2.7884,mean,-0.2598,-0.7343,-0.2478,0.7735,-0.6701,0.5536,0.2394,0.6316,-0.3703,-0.2885
NC.SOUTHERN_MEL,NC,9.9169,35.5523,3.2105,1.7523,1.9053,25.8547,26.8956,24.4956,0.9777,2.5840,median,-0.5516,-0.9448,-0.4520,0.5437,-0.8462,0.6820,0.2928,0.7604,-0.4829,-0.3564
NC.SUA,NC,9.7946,33.9390,3.0842,1.7299,1.8527,26.7745,29.5678,24.2500,1.8338,5.3178,mean,-0.7059,-1.3286,-1.0450,0.1890,-1.3153,0.9567,1.0775,0.7061,0.2167,0.2911
NC.SUA,NC,9.7946,33.9390,3.0842,1.7299,1.8527,26.7745,29.5678,24.2500,1.8338,5.3178,median,-0.7059,-1.3286,-1.0450,0.1890,-1.3153,0.9567,1.0775,0.7061,0.2167,0.2911
NC.TANO,NC,10.9670,41.9325,3.4554,1.7577,2.0866,26.1241,27.9893,24.1987,1.3641,3.7906,mean,0.8519,0.5398,0.7621,0.6319,0.7811,0.7604,0.5978,0.6948,-0.1037,-0.0138
NC.TANO,NC,11.0083,41.7273,3.4444,1.7545,2.0878,25.8240,28.0113,23.9435,1.3527,3.7040,median,0.9100,0.4928,0.7056,0.5801,0.7916,0.6731,0.6042,0.6394,-0.1130,-0.0345
NC.TENDA,NC,9.2364,33.8339,2.9803,1.6530,1.8092,27.6831,31.0705,25.5017,2.0432,5.5688,mean,-1.3851,-1.3537,-1.5161,-0.9491,-1.7017,1.2477,1.5791,0.9919,0.3300,0.3328
NC.TENDA,NC,9.2029,33.2528,2.9855,1.6478,1.7994,28.2560,32.7555,25.7553,2.5459,6.9904,median,-1.4247,-1.4930,-1.4931,-1.0219,-1.7882,1.4416,2.1959,1.0525,0.5546,0.5390
NC.TIEFOIC,NC,11.0477,41.3845,3.4971,1.7539,2.0994,27.3008,30.4060,25.1101,1.9614,5.2958,mean,0.9656,0.4142,0.9771,0.5704,0.8958,1.1228,1.3517,0.9001,0.2874,0.2874
NC.TIEFOIC,NC,11.0477,41.3845,3.4971,1.7539,2.0994,27.3008,30.4060,25.1101,1.9614,5.2958,median,0.9656,0.4142,0.9771,0.5704,0.8958,1.1228,1.3517,0.9001,0.2874,0.2874
NC.TIKAR,NC,10.1680,35.2059,3.1999,1.7338,1.9385,23.1378,25.1845,21.6817,1.3268,3.5028,mean,-0.2290,-1.0269,-0.5026,0.2497,-0.5498,-0.0213,-0.1414,0.1858,-0.1345,-0.0846
NC.TIKAR,NC,10.1874,35.7919,3.2243,1.7305,1.9401,23.1378,25.1845,21.6817,1.3268,3.5028,median,-0.2038,-0.8881,-0.3858,0.1976,-0.5352,-0.0213,-0.1414,0.1858,-0.1345,-0.0846
NC.TIVOID,NC,10.4863,39.0381,3.3315,1.7334,2.0278,23.1776,24.9873,21.4978,1.3538,3.4895,mean,0.1917,-0.1274,0.1374,0.2432,0.2513,-0.0121,-0.1882,0.1518,-0.1121,-0.0880
NC.TIVOID,NC,10.5854,39.1036,3.3678,1.7372,2.0438,22.8974,24.6832,21.0101,1.3407,3.3202,median,0.3254,-0.1122,0.3178,0.3037,0.3951,-0.0762,-0.2591,0.0634,-0.1229,-0.1326
NC.TULA-LONGUDA,NC,10.3142,36.9339,3.2535,1.7728,1.9169,25.6499,29.1584,23.7171,2.0435,5.4412,mean,-0.0374,-0.6189,-0.2450,0.8797,-0.7424,0.6234,0.9485,0.5910,0.3302,0.3119
NC.TULA-LONGUDA,NC,10.2966,36.7535,3.2213,1.7628,1.9293,25.4977,29.0113,23.5416,2.0475,5.4619,median,-0.0605,-0.6613,-0.4004,0.7158,-0.6322,0.5805,0.9030,0.5539,0.3322,0.3153
NC.TUSIA,NC,10.4176,37.5886,3.3076,1.7829,1.9506,26.5920,29.8552,24.3419,2.0123,5.5133,mean,0.0998,-0.4654,0.0191,1.0489,-0.4416,0.9006,1.1700,0.7263,0.3142,0.3238
NC.TUSIA,NC,10.3623,37.8037,3.2875,1.7718,1.9536,26.6839,30.0164,24.4268,2.0359,5.5895,median,0.0263,-0.4151,-0.0794,0.8631,-0.4144,0.9287,1.2225,0.7451,0.3263,0.3362
NC.UBANGI,NC,10.6884,40.4815,3.3771,1.7003,2.0674,25.2840,27.4105,23.9377,1.5907,3.4727,mean,0.4657,0.2066,0.3645,-0.2643,0.6079,0.5212,0.4337,0.6382,0.0646,-0.0923
NC.UBANGI,NC,10.7396,40.5255,3.3734,1.6981,2.0538,25.4658,27.5044,24.1880,1.5877,3.1975,median,0.5359,0.2167,0.3461,-0.2969,0.4852,0.5716,0.4599,0.6925,0.0625,-0.1663
NC.UKAAN,NC,11.7636,44.8812,3.6780,1.7829,2.2120,24.7797,26.4254,23.1929,1.2355,3.2325,mean,2.0117,1.2098,1.9384,1.0491,1.9155,0.3851,0.1683,0.4815,-0.2144,-0.1565
NC.UKAAN,NC,11.7812,45.2550,3.6723,1.7789,2.2169,24.7331,26.4136,23.1390,1.2516,3.2745,median,2.0384,1.2941,1.9076,0.9812,1.9610,0.3727,0.1653,0.4705,-0.1998,-0.1450
NC.UPPER_CROSS,NC,10.6741,40.6332,3.3446,1.7362,2.0258,25.4584,26.7270,24.3200,1.0138,2.4069,mean,0.4461,0.2415,0.2021,0.2886,0.2334,0.5695,0.2477,0.7215,-0.4406,-0.4196
NC.UPPER_CROSS,NC,10.8246,40.8132,3.3605,1.7449,2.0407,25.5910,26.8483,24.5146,0.9867,2.2971,median,0.6532,0.2830,0.2813,0.4259,0.3673,0.6068,0.2801,0.7646,-0.4722,-0.4611
NC.VIEMO,NC,10.7202,41.5026,3.3869,1.7441,2.0330,27.1776,30.3786,25.0530,1.9971,5.3256,mean,0.5092,0.4413,0.4139,0.4131,0.2980,1.0833,1.3426,0.8869,0.3062,0.2924
NC.VIEMO,NC,10.7202,41.5026,3.3869,1.7441,2.0330,27.1776,30.3786,25.0530,1.9971,5.3256,median,0.5092,0.4413,0.4139,0.4131,0.2980,1.0833,1.3426,0.8869,0.3062,0.2924
NC.WIDE_GRASSFIELDS,NC,9.6383,33.7493,3.1289,1.6669,1.9414,19.7885,21.3620,18.1092,1.2110,3.2529,mean,-0.9002,-1.3740,-0.8378,-0.7524,-0.5238,-0.6916,-0.9349,-0.4060,-0.2370,-0.1509
NC.WIDE_GRASSFIELDS,NC,9.6745,33.8541,3.1144,1.6745,1.9348,19.8837,21.5637,18.1367,1.2083,3.2682,median,-0.8554,-1.3489,-0.9053,-0.6436,-0.5826,-0.6752,-0.8987,-0.4019,-0.2395,-0.1467
NC.WOLOF,NC,9.4645,34.8043,2.9217,1.6463,1.7931,26.7556,28.7443,23.5880,1.7301,5.1563,mean,-1.1124,-1.1223,-1.7748,-1.0422,-1.8438,0.9508,0.8213,0.5637,0.1548,0.2632
NC.WOLOF,NC,9.4629,34.3384,2.8967,1.6538,1.7778,26.7712,28.8481,23.5109,1.7801,5.3372,median,-1.1144,-1.2332,-1.8840,-0.9381,-1.9795,0.9556,0.8529,0.5475,0.1852,0.2944
NC.YEMNE-KIMBI,NC,9.8234,34.6400,3.2444,1.7129,1.9916,22.5720,24.1720,20.8156,1.2479,3.3564,mean,-0.6698,-1.1614,-0.2892,-0.0733,-0.0735,-0.1488,-0.3747,0.0290,-0.2031,-0.1229
NC.YEMNE-KIMBI,NC,9.9501,35.6033,3.2878,1.7189,1.9983,22.9512,24.5579,21.1972,1.2486,3.3607,median,-0.5095,-0.9327,-0.0779,0.0184,-0.0138,-0.0640,-0.2878,0.0970,-0.2025,-0.1217
ND.NORTHERN_DALY,ND,10.3775,36.4233,3.4231,1.8472,1.9316,27.3173,29.3674,24.8220,1.7305,4.5455,mean,0.0464,-0.7390,0.5970,2.1762,-0.6108,1.1281,1.0140,0.8339,0.1551,0.1495
ND.NORTHERN_DALY,ND,10.3775,36.4233,3.4231,1.8472,1.9316,27.3173,29.3674,24.8220,1.7305,4.5455,median,0.0464,-0.7390,0.5970,2.1762,-0.6108,1.1281,1.0140,0.8339,0.1551,0.1495
NDa.AVAR-ANDIC-TSEZIC,NDa,9.9919,38.0244,3.1624,1.6608,1.9275,4.2656,15.2273,-6.2079,7.9708,21.4352,mean,-0.4562,-0.3635,-0.6805,-0.8396,-0.6475,-1.9574,-1.7644,-1.9542,1.6017,1.5693
NDa.AVAR-ANDIC-TSEZIC,NDa,10.0848,37.0891,3.2128,1.6581,1.9590,3.4220,14.2696,-7.0265,7.9368,21.2543,median,-0.3368,-0.5825,-0.4410,-0.8777,-0.3661,-1.9748,-1.8516,-1.9655,1.5981,1.5614
NDa.DARGWIC,NDa,9.5783,35.5632,3.0989,1.6234,1.9229,8.1431,18.7284,-1.8741,7.7282,20.6026,mean,-0.9739,-0.9422,-0.9771,-1.3550,-0.6890,-1.8330,-1.3523,-1.8700,1.5757,1.5325
NDa.DARGWIC,NDa,9.5980,35.6831,3.0922,1.6267,1.9264,7.2575,17.7053,-2.6893,7.7487,20.6347,median,-0.9497,-0.9138,-1.0081,-1.3098,-0.6577,-1.8688,-1.4887,-1.8894,1.5780,1.5339
NDa.KHINALUG,NDa,8.6803,30.0925,2.8809,1.5673,1.8228,-1.1431,9.9761,-11.4107,7.9870,21.3868,mean,-2.0219,-2.2595,-1.9524,-2.0756,-1.5806,-2.0289,-2.1284,-2.0080,1.6034,1.5672
NDa.KHINALUG,NDa,8.6803,30.0925,2.8809,1.5673,1.8228,-1.1431,9.9761,-11.4107,7.9870,21.3868,median,-2.0219,-2.2595,-1.9524,-2.0756,-1.5806,-2.0289,-2.1284,-2.0080,1.6034,1.5672
NDa.LAK,NDa,9.5424,37.9721,3.0572,1.6372,1.8914,6.8288,17.3812,-3.2130,7.6852,20.5942,mean,-1.0177,-0.3757,-1.1687,-1.1673,-0.9706,-1.8844,-1.5291,-1.9009,1.5711,1.5321
NDa.LAK,NDa,9.5424,37.9721,3.0572,1.6372,1.8914,6.8288,17.3812,-3.2130,7.6852,20.5942,median,-1.0177,-0.3757,-1.1687,-1.1673,-0.9706,-1.8844,-1.5291,-1.9009,1.5711,1.5321
NDa.LEZGIC,NDa,9.3365,34.3610,2.9838,1.6110,1.8350,4.8507,15.7499,-5.3630,7.8857,21.1130,mean,-1.2663,-1.2278,-1.5006,-1.5194,-1.4722,-1.9435,-1.7124,-1.9411,1.5927,1.5552
NDa.LEZGIC,NDa,9.2615,34.6157,2.9962,1.6058,1.8386,4.5596,15.2516,-5.5702,7.8698,21.0315,median,-1.3554,-1.1671,-1.4452,-1.5875,-1.4398,-1.9506,-1.7620,-1.9445,1.5910,1.5516
NDa.NAKH,NDa,9.3947,36.1972,2.9876,1.6067,1.8483,9.6381,21.3012,-1.2638,8.4435,22.5651,mean,-1.1966,-0.7923,-1.4836,-1.5758,-1.3536,-1.7607,-0.9456,-1.8543,1.6496,1.6171
NDa.NAKH,NDa,9.4265,38.0286,2.9799,1.6100,1.8260,13.4543,25.7428,2.2025,8.6873,23.1935,median,-1.1583,-0.3625,-1.5178,-1.5326,-1.5522,-1.4938,-0.0054,-1.7421,1.6732,1.6427
NDe.ATHAPASKAN,NDe,9.2909,33.5666,3.0224,1.6243,1.8795,2.4163,15.7780,-9.6876,9.5770,25.4656,mean,-1.3206,-1.4177,-1.3270,-1.3433,-1.0764,-1.9920,-1.7095,-1.9945,1.7530,1.7298
NDe.ATHAPASKAN,NDe,9.2878,33.1371,3.0297,1.6320,1.8782,-0.6427,15.2068,-10.4225,8.8000,23.6340,median,-1.3242,-1.5208,-1.2940,-1.2395,-1.0878,-2.0255,-1.7664,-2.0007,1.6838,1.6602
NDe.EYAK,NDe,9.0776,34.7446,2.9160,1.5416,1.8477,0.6956,9.4808,-6.1795,6.0580,15.6602,mean,-1.5711,-1.1365,-1.7999,-2.3856,-1.3593,-2.0139,-2.1498,-1.9538,1.3670,1.2783
NDe.EYAK,NDe,9.0776,34.7446,2.9160,1.5416,1.8477,0.6956,9.4808,-6.1795,6.0580,15.6602,median,-1.5711,-1.1365,-1.7999,-2.3856,-1.3593,-2.0139,-2.1498,-1.9538,1.3670,1.2783
NDe.TLINGIT,NDe,9.7033,39.0010,3.1107,1.6078,1.9594,-0.4744,9.0774,-8.7885,7.0141,17.8659,mean,-0.8197,-0.1360,-0.9225,-1.5614,-0.3625,-2.0243,-2.1657,-1.9860,1.4936,1.4002
NDe.TLINGIT,NDe,9.7033,39.0010,3.1107,1.6078,1.9594,-0.4744,9.0774,-8.7885,7.0141,17.8659,median,-0.8197,-0.1360,-0.9225,-1.5614,-0.3625,-2.0243,-2.1657,-1.9860,1.4936,1.4002
NET.NORTH-EASTERN_TASMANIAN,NET,10.9360,40.6179,3.4656,1.8704,1.8925,8.4346,12.6927,4.5927,3.0368,8.1000,mean,0.8084,0.2380,0.8144,2.6084,-0.9604,-1.8202,-1.9739,-1.6381,0.7291,0.6731
NET.NORTH-EASTERN_TASMANIAN,NET,10.9360,40.6179,3.4656,1.8704,1.8925,8.4346,12.6927,4.5927,3.0368,8.1000,median,0.8084,0.2380,0.8144,2.6084,-0.9604,-1.8202,-1.9739,-1.6381,0.7291,0.6731
NHa.NORTH_HALMAHERAN,NHa,11.1482,43.4124,3.5120,1.7646,2.1300,25.9341,26.4068,25.4144,0.5294,0.9923,mean,1.1085,0.8773,1.0545,0.7450,1.1727,0.7049,0.1635,0.9712,-1.2363,-1.2003
NHa.NORTH_HALMAHERAN,NHa,11.0866,42.3626,3.5009,1.7579,2.1255,26.2441,26.7235,25.7088,0.5348,0.9834,median,1.0208,0.6381,0.9968,0.6352,1.1321,0.7959,0.2468,1.0413,-1.2231,-1.2082
NWC.NORTHWEST_CAUCASIAN,NWC,9.3088,38.0838,3.0618,1.5935,1.9247,12.9128,23.7934,2.7720,7.8258,21.0214,mean,-1.2994,-0.3496,-1.1479,-1.7464,-0.6725,-1.5399,-0.4575,-1.7195,1.5863,1.5512
NWC.NORTHWEST_CAUCASIAN,NWC,9.3706,41.5464,3.0315,1.5843,1.9293,11.8844,24.5337,1.6200,7.6360,20.4212,median,-1.2255,0.4514,-1.2859,-1.8636,-0.6318,-1.6195,-0.2933,-1.7639,1.5656,1.5242
Nad.NADAHUP,Nad,8.5540,31.6236,2.7558,1.5085,1.8043,25.4380,25.7409,24.8551,0.5409,0.8858,mean,-2.1609,-1.8862,-2.4818,-2.7672,-1.7450,0.5638,-0.0059,0.8415,-1.2086,-1.2994
Nad.NADAHUP,Nad,8.4901,31.1795,2.7359,1.5094,1.7984,25.4764,25.7787,24.8942,0.5400,0.8870,median,-2.2304,-1.9941,-2.5638,-2.7568,-1.7975,0.5746,0.0035,0.8504,-1.2106,-1.2981
Nah.NAHALI,Nah,9.9654,38.5253,3.1284,1.6715,1.9090,27.3172,35.0520,22.1322,4.1034,12.9198,mean,-0.4900,-0.2467,-0.8399,-0.6873,-0.8134,1.1281,3.1335,0.2709,1.0158,1.1008
Nah.NAHALI,Nah,9.9448,38.7013,3.1357,1.6691,1.9127,27.3172,35.0520,22.1322,4.1034,12.9198,median,-0.5162,-0.2057,-0.8059,-0.7213,-0.7801,1.1281,3.1335,0.2709,1.0158,1.1008
Nam.NAMBIKUARAN,Nam,10.9756,42.5547,3.5174,1.7802,2.0921,24.5840,27.0298,22.7629,1.5654,4.2669,mean,0.8641,0.6820,1.0827,1.0036,0.8307,0.3337,0.3291,0.3944,0.0472,0.0926
Nam.NAMBIKUARAN,Nam,11.1129,42.4717,3.5992,1.7787,2.1404,24.4482,26.9258,22.6709,1.5645,4.2232,median,1.0582,0.6630,1.5140,0.9779,1.2669,0.2985,0.3009,0.3761,0.0466,0.0833
Nat.NATCHEZ,Nat,9.8034,40.1735,3.1968,1.6471,1.9868,18.9898,28.1038,8.2893,7.2646,19.8145,mean,-0.6949,0.1355,-0.5174,-1.0316,-0.1170,-0.8234,0.6310,-1.4235,1.5235,1.4962
Nat.NATCHEZ,Nat,9.8034,40.1735,3.1968,1.6471,1.9868,18.9898,28.1038,8.2893,7.2646,19.8145,median,-0.6949,0.1355,-0.5174,-1.0316,-0.1170,-0.8234,0.6310,-1.4235,1.5235,1.4962
Nim.NIMBORAN,Nim,9.5748,34.3167,3.0728,1.6888,1.8914,25.2710,25.5661,24.9708,0.4170,0.5953,mean,-0.9782,-1.2384,-1.0976,-0.4355,-0.9698,0.5176,-0.0490,0.8679,-1.5498,-1.6442
Nim.NIMBORAN,Nim,9.5595,34.1636,3.0999,1.6819,1.9029,25.2518,25.5590,24.9609,0.4195,0.5959,median,-0.9969,-1.2749,-0.9725,-0.5362,-0.8676,0.5123,-0.0508,0.8657,-1.5418,-1.6433
Niv.NIVKH,Niv,8.5315,28.6730,2.7565,1.6321,1.6766,-1.0121,15.1956,-17.9776,11.9116,33.1733,mean,-2.1854,-2.6092,-2.4787,-1.2377,-2.8725,-2.0281,-1.7674,-2.0342,1.9271,1.9773
Niv.NIVKH,Niv,8.5274,28.5082,2.7721,1.6340,1.6762,-1.0121,15.1956,-17.9776,11.9116,33.1733,median,-2.1900,-2.6500,-2.4139,-1.2116,-2.8759,-2.0281,-1.7674,-2.0342,1.9271,1.9773
Nyu.NYULNYULAN,Nyu,10.9619,41.5488,3.4235,1.8271,1.9315,27.6244,30.9768,23.0811,2.8303,7.8957,mean,0.8447,0.4519,0.5991,1.8145,-0.6118,1.2283,1.5465,0.4587,0.6600,0.6498
Nyu.NYULNYULAN,Nyu,11.2408,42.4376,3.4548,1.8350,1.9709,27.5240,30.5807,23.0870,2.9140,7.8218,median,1.2413,0.6553,0.7589,1.9554,-0.2595,1.1953,1.4107,0.4598,0.6887,0.6413
OC.ALSEA,OC,8.6563,31.3867,2.9310,1.6035,1.7949,10.8507,15.8314,6.6155,3.4936,9.2159,mean,-2.0485,-1.9437,-1.7342,-1.6175,-1.8281,-1.6897,-1.7040,-1.5296,0.8643,0.7909
OC.ALSEA,OC,8.6563,31.3867,2.9310,1.6035,1.7949,10.8507,15.8314,6.6155,3.4936,9.2159,median,-2.0485,-1.9437,-1.7342,-1.6175,-1.8281,-1.6897,-1.7040,-1.5296,0.8643,0.7909
OC.COOSAN,OC,9.4460,35.4792,3.0848,1.6630,1.8596,11.3527,16.3003,7.4222,3.3894,8.8780,mean,-1.1348,-0.9621,-1.0423,-0.8083,-1.2535,-1.6568,-1.6541,-1.4804,0.8353,0.7568
OC.COOSAN,OC,9.4460,35.4792,3.0848,1.6630,1.8596,11.3527,16.3003,7.4222,3.3894,8.8780,median,-1.1348,-0.9621,-1.0423,-0.8083,-1.2535,-1.6568,-1.6541,-1.4804,0.8353,0.7568
