Name,Macroarea,Family,Index0,Index1,Index2,Index3,Index4,T,T_max,T_min,T_sd,T_diff,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
Ombamba,Africa,NC,10.5291,38.2354,3.3049,1.7231,1.9868,24.103887500000003,24.600150000000003,23.538725,0.8290961820020744,1.0614250000000034,0.21686469118562343,-0.23765873896546322,0.022475120518496337,0.07115292125368203,-0.08225483979317323,0.25908978308748487,-0.24892089910190712,0.6210396142536325,-0.7620918602237938,-1.2580663622277801
Ombo,Africa,NC,10.7153,39.9114,3.4417,1.7332,2.0702,24.203033333333334,24.880525,23.550475,0.7408110187865428,1.33005,0.46594971097957,0.12998464110693653,0.6731953901305312,0.2365410270820203,0.648056778178264,0.28472296912890777,-0.18599321337290098,0.6235307687864814,-0.9051540253883026,-1.0488310893577664
Oroko,Africa,NC,11.4073,46.5014,3.5848,1.7514,2.1466,22.068545833333335,23.3417,20.548675,1.0492806513985213,2.793025,1.4343095202964142,1.5432466499958208,1.380147060477675,0.542198481129006,1.3214415778401416,-0.2221369137778719,-0.5192682239391402,0.04480869674882266,-0.47254773192402777,-0.36303183987101545
Orungu,Africa,NC,10.9297,41.9387,3.4204,1.7657,2.0521,25.09026041666667,26.724849999999993,22.676099999999998,1.4421433762285312,4.048749999999995,0.7587768420539212,0.5700367122854851,0.5702621659687643,0.7893625935285891,0.48913142125434905,0.523701630473661,0.2528824188438777,0.44316525073434665,-0.10159379215858458,-0.021137027901944237
Orungu 2,Africa,NC,11.0068,42.0151,3.3937,1.7828,2.0053,25.09026041666667,26.724849999999993,22.676099999999998,1.4421433762285312,4.048749999999995,0.8656572630127571,0.5865244985868437,0.44207398171613865,1.0931764287167882,0.07930669008920987,0.523701630473661,0.2528824188438777,0.44316525073434665,-0.10159379215858458,-0.021137027901944237
Oyabi,Africa,NC,11.1241,43.8725,3.5241,1.7282,2.1296,24.6271,25.164475,24.037799999999994,0.800980286378302,1.1266750000000059,1.029867878094413,0.9853071102991743,1.076998127508716,0.15429143469595508,1.1712499979861974,0.39677280064600007,-0.12125193025930826,0.7285016141582255,-0.8056037915132569,-1.2027049590474503
Oyuomi Mbama,Africa,NC,11.2489,44.1137,3.5027,1.732,2.1185,24.6271,25.164475,24.037799999999994,0.800980286378302,1.1266750000000059,1.2067036904013297,1.0368081679773276,0.9712718332231458,0.21673395139239712,1.07329258304255,0.39677280064600007,-0.12125193025930826,0.7285016141582255,-0.8056037915132569,-1.2027049590474503
Oyuomi Tcherre,Africa,NC,11.2209,43.7435,3.5153,1.7324,2.1243,24.6271,25.164475,24.037799999999994,0.800980286378302,1.1266750000000059,1.1668381548156486,0.9577366132682538,1.033449289521744,0.22333158802455652,1.1244667796443284,0.39677280064600007,-0.12125193025930826,0.7285016141582255,-0.8056037915132569,-1.2027049590474503
Pagibete,Africa,NC,10.3307,38.6875,3.2292,1.6615,2.013,24.5601625,26.092374999999997,23.740625,1.3639948003054911,2.3517499999999956,-0.04320518803305306,-0.13813271397929613,-0.32703568072925665,-0.8744529380867073,0.14662540084243877,0.3788240613998423,0.097463880524003,0.6641045535606808,-0.1649689787020063,-0.5216811566877058
Pagibete 2,Africa,NC,10.0651,36.8958,3.1728,1.6938,1.9372,24.50124375,26.049949999999995,23.677350000000004,1.3705171305639603,2.3725999999999914,-0.3827660864057969,-0.5341480985022853,-0.5825310583180815,-0.3919262051383332,-0.5141591277793081,0.36310722285452257,0.08722345652094934,0.650548695762599,-0.15951617706989635,-0.5135334247726248
Pande,Africa,NC,11.282,44.704,3.4983,1.7544,2.124,24.143966666666664,25.864025000000005,23.067875,1.4232987809037927,2.7961500000000044,1.2539729171373566,1.1625801809280578,0.9496080583908093,0.5935358219268414,1.1218192605212345,0.26942636241335766,0.04261809340103154,0.5227329330393333,-0.11649554953971666,-0.36200080989033345
Pangwa,Africa,NC,10.8655,43.0937,3.4156,1.725,2.0665,20.001879166666665,23.1247,16.528275,2.1705992764056288,6.596425,0.6704161437860219,0.8185758146861486,0.5471481236646601,0.10203714585694104,0.6155501674471549,-0.6298674180782236,-0.5639041340228772,-0.5681680415268384,0.34353061552543707,0.42702322516568625
Pangwa 2,Africa,NC,10.3359,38.8798,3.2359,1.7144,1.9542,18.766729166666668,21.777599999999996,15.301200000000003,2.135007272036633,6.476399999999993,-0.03645899296838668,-0.09587972008772486,-0.2964057373950883,-0.06892272270763249,-0.3663348565409554,-0.8386640115278727,-0.8281672123359944,-0.7231412484824735,0.3261947555010157,0.4101906189679131
Pare,Africa,NC,11.0016,41.3967,3.3684,1.6966,2.0793,19.10337708333333,21.164175,16.49905,1.671584399820968,4.665125,0.8584224598514956,0.4528714644272769,0.32147079293494507,-0.34873098599347746,0.7280470884201564,-0.7841829790568334,-0.9412753423856182,-0.572021381845537,0.06314299171423424,0.10912343327671363
Pare 2,Africa,NC,10.7167,39.5606,3.3227,1.6876,2.0575,19.10337708333333,21.164175,16.49905,1.671584399820968,4.665125,0.4678409201262614,0.053329066156250333,0.10575347333032976,-0.4867886239006502,0.5365209927745853,-0.7841829790568334,-0.9412753423856182,-0.572021381845537,0.06314299171423424,0.10912343327671363
Pare Sud,Africa,NC,10.9034,41.3821,3.347,1.6898,2.0825,19.10337708333333,21.164175,16.49905,1.671584399820968,4.665125,0.7225092656511948,0.4497105484311522,0.22011489641256424,-0.4532510816782777,0.7561895826914976,-0.7841829790568334,-0.9412753423856182,-0.572021381845537,0.06314299171423424,0.10912343327671363
Pare Tanzania,Africa,NC,10.9107,41.0998,3.3756,1.6885,2.0991,19.10337708333333,21.164175,16.49905,1.671584399820968,4.665125,0.7325661936284789,0.3885423276898102,0.3557070852829661,-0.4730850797533897,0.9022955105029968,-0.7841829790568334,-0.9412753423856182,-0.572021381845537,0.06314299171423424,0.10912343327671363
Pemba,Africa,NC,10.8307,41.1455,3.4419,1.7305,2.0962,25.908216666666664,27.38465,24.133,1.2618139336112735,3.2516500000000015,0.6227614704328867,0.3984509771423618,0.6741647193610545,0.1920348228997331,0.8767569014682327,0.7598343477739252,0.4205526670447416,0.7493879904124149,-0.254678219561605,-0.22292340030729862
Pende,Africa,NC,10.8048,40.0423,3.3522,1.7107,2.031,23.95682291666667,25.447275,23.113575,1.3942642817599156,2.3337000000000003,0.5874046258100935,0.15854916806337827,0.244688096495982,-0.12783154421520285,0.3041628847195301,0.22145628711328147,-0.05575683283730242,0.5321453828088271,-0.1399209012745149,-0.528793661868032
Phende,Africa,NC,10.843,40.4437,3.3606,1.7208,2.034,24.610843750000004,26.069625000000002,23.789125,1.3888071434997509,2.2805000000000035,0.6395855163533374,0.24600933206428852,0.28445831175413194,0.03390765157404193,0.3304420665375594,0.39240472084545797,0.09196967340522275,0.6745319148577007,-0.14438859797504064,-0.5500836222098872
Phuti,Africa,NC,10.0158,37.3875,3.1208,1.6529,1.9129,18.07293958333333,20.915924999999994,13.737974999999997,2.6555024364703237,7.177949999999997,-0.44471353899193616,-0.42504204366193915,-0.8143772966448681,-0.9981259962171615,-0.7250812601923581,-0.9454417712757544,-0.9857811528805417,-0.901315416592676,0.5506229173041592,0.5044405854583381
Piin,Africa,NC,9.6237,32.1763,3.0682,1.7038,1.8284,25.04686875,26.503925000000002,24.024500000000007,1.3091585328077868,2.4794249999999955,-0.9253835964660067,-1.5990681882319837,-1.0452664709082478,-0.23663898994198723,-1.4549928735913042,0.5116053470176639,0.19800650018626903,0.7255936282937124,-0.2120767774290755,-0.47288804338926443
Pimbwe,Africa,NC,10.4487,39.4301,3.2895,1.7122,2.0009,24.339422916666663,27.396174999999992,22.319275000000005,1.6609316368807876,5.076899999999988,0.11081072533764742,0.024773295050056494,-0.04923849349391568,-0.10399710673758941,0.04085839409914821,0.32033243522117927,0.4235320024017696,0.37242399347757255,0.05610484203289887,0.18681706141794535
Pindi,Africa,NC,9.5209,33.6778,3.0064,1.6919,1.8131,25.480160416666664,26.978725000000004,24.448400000000003,1.3351267407440488,2.5303250000000013,-1.0478788017415912,-1.2566385900951078,-1.3118662213676464,-0.42111153360611864,-1.586555218758601,0.6343237218705702,0.31672566449147094,0.8194851731212035,-0.1894814968071253,-0.4541375838372637
Pinji,Africa,NC,10.262,37.968,3.1806,1.7034,1.9572,24.862312499999998,25.644574999999996,23.448574999999995,1.0231008963002706,2.1960000000000015,-0.13197862852311473,-0.29665040074630716,-0.5474464468001969,-0.2429049548436439,-0.3402256679949786,0.4606317747025352,-0.009460232628615351,0.601988434078716,-0.5029925186851404,-0.5849495094105915
Pinji 2,Africa,NC,10.4019,38.9474,3.2194,1.7077,1.9738,24.862312499999998,25.644574999999996,23.448574999999995,1.0231008963002706,2.1960000000000015,0.049493779681250676,-0.0810376444970256,-0.3717311866716555,-0.17530656217739204,-0.1956331630805996,0.4606317747025352,-0.009460232628615351,0.601988434078716,-0.5029925186851404,-0.5849495094105915
Pinzi,Africa,NC,10.9303,42.9113,3.3861,1.7167,2.0903,24.862312499999998,25.644574999999996,23.448574999999995,1.0231008963002706,2.1960000000000015,0.759605372451473,0.77942764748674,0.4057570407879595,-0.032104651876622765,0.8248174220464344,0.4606317747025352,-0.009460232628615351,0.601988434078716,-0.5029925186851404,-0.5849495094105915
Pogolo,Africa,NC,10.5567,39.6137,3.3063,1.7358,1.9889,23.560987500000003,25.8495,21.260149999999996,1.577526746950349,4.589350000000003,0.25347967266798,0.06494218081987004,0.02901000752170283,0.2796023475581648,-0.06392812925370366,0.12244149611871592,0.03915206941353937,0.17187693607935725,-0.0009258647760243875,0.0940764261058614
Pogoro,Africa,NC,10.7999,42.339,3.3726,1.7362,2.0423,21.358304166666667,23.60864999999999,19.083125000000003,1.5589489338384284,4.525524999999988,0.5807260775074057,0.6563494647490671,0.34143368955031705,0.286244927703823,0.403181809829763,-0.37095307413758444,-0.4635628361533229,-0.19856136236756836,-0.014118499204269904,0.08120701314554378
Pol 2,Africa,NC,10.0894,36.3864,3.1775,1.6554,1.971,23.37959166666667,25.09175,21.981199999999994,1.3501700803098433,3.110550000000007,-0.3521077271004824,-0.6475308155658456,-0.5613999376671271,-0.9623793602794964,-0.2200366746997269,0.07816193071847756,-0.13793059976350186,0.3068937751856565,-0.1766300195874539,-0.26379056802030815
Pomo,Africa,NC,10.1458,37.9874,3.2169,1.6648,1.9633,24.005843749999997,25.630950000000002,22.761199999999995,1.3009649569976656,2.869750000000007,-0.2806332611605476,-0.2923673576592248,-0.38311284580108707,-0.8264674356561369,-0.2871161970221326,0.2339492169827553,-0.01267331646296891,0.4602786240537364,-0.21931703065071687,-0.3380477006730058
Pove,Africa,NC,10.3875,40.18,3.2853,1.6803,2.0504,24.641987500000003,25.220200000000006,24.0858,0.8464858680709029,1.1344000000000065,0.03068857507765431,0.18857467292706603,-0.06874260755044732,-0.5971058911680065,0.4742168273254492,0.4007782242682877,-0.10842665053106591,0.7390169020598865,-0.736049439598216,-1.1963655162262776
Punu,Africa,NC,10.3376,35.4175,3.3523,1.7362,2.0167,22.72030625,23.662100000000002,20.919224999999997,1.080634387351987,2.742875000000005,-0.034252687592970565,-0.8641919187440679,0.2451610062203658,0.286244927703823,0.17898879883427324,-0.07711230364584376,-0.4523035332926808,0.1102384918169261,-0.4372542945199975,-0.37973859781192304
Punu 1,Africa,NC,10.3846,36.912,3.2709,1.7216,1.9757,24.804535416666667,25.66975,23.128099999999996,1.0343290452006362,2.541650000000004,0.0269049188480386,-0.5305481474776977,-0.13543764771180075,0.04684504940814699,-0.17907031472555032,0.4448313133261879,-0.0035171576865189865,0.5351427491538926,-0.48982289014958463,-0.4500173663786569
Punu 2,Africa,NC,10.3046,36.2884,3.2318,1.7064,1.9683,24.804535416666667,25.66975,23.128099999999996,1.0343290452006362,2.541650000000004,-0.07700889872227572,-0.6693849962619771,-0.31515645445774926,-0.19579898907957974,-0.24356310129632955,0.4448313133261879,-0.0035171576865189865,0.5351427491538926,-0.48982289014958463,-0.4500173663786569
Qhalaxarzi,Africa,NC,10.8098,43.5856,3.3597,1.7052,2.0238,22.276877083333336,27.39885,14.5876,4.672535334659493,12.81125,0.594222942348,0.9239643039770473,0.28019278347467325,-0.21467219495751688,0.24111954391514737,-0.1766774607568999,0.4242237675085898,-0.807058497059338,1.0904311516910155,1.0340744947321536
Rabai,Africa,NC,10.6342,40.4949,3.3461,1.7089,2.0461,25.85348333333333,27.498524999999994,23.901125,1.2988860546851504,3.5973999999999933,0.3568633097383123,0.25715096701961765,0.21586544936876612,-0.15634753026284917,0.43650098040608043,0.7435455532200183,0.45006703521575486,0.6987342416132789,-0.22116268682804108,-0.12988373499323203
Rabai 2,Africa,NC,10.9429,40.4737,3.429,1.735,2.0622,24.96547083333333,26.712874999999997,22.98325,1.3496837820946452,3.729624999999995,0.7770161899846612,0.2525380223825739,0.6117504230118186,0.2663314068647859,0.5777845339333595,0.48902900797951887,0.24989170079436074,0.5053760366353817,-0.1770427925286042,-0.09666403852151509
Rangi,Africa,NC,10.9479,40.6501,3.4452,1.783,2.0271,19.746058333333334,21.330274999999993,17.258425,1.5054022443953494,4.071849999999994,0.7839314244065265,0.2909045109274192,0.6901662252892803,1.096783661781579,0.2700097257738436,-0.6751517396765286,-0.9110902538451016,-0.4692344695927052,-0.05321561465334335,-0.015904871574232256
Regi Tanzania,Africa,NC,10.7347,37.0403,3.3907,1.7579,1.9963,23.25496875,23.923675000000003,22.448099999999993,0.7731335785447672,1.4755750000000099,0.49218093399998136,-0.5020500903942513,0.42772928853156966,0.6537741059939652,0.0006776769486864958,0.04813440310826729,-0.3966921735540829,0.39777563921843306,-0.8505289253631313,-0.9526422366109176
Rimi,Africa,NC,11.545,43.685,3.6071,1.7958,2.1108,19.70220833333333,21.509275000000006,17.054125,1.5723562263146846,4.455150000000007,1.635047895335204,0.9452276257292016,1.4927287047707478,1.3302673600428294,1.00539089733974,-0.6828047814547086,-0.8781942231689475,-0.49743762325326724,-0.0045789552591484345,0.06680331303432989
Rombo,Africa,NC,11.1846,42.7569,3.4904,1.7458,2.1142,14.951197916666667,16.744400000000002,12.579225,1.4458833071559842,4.165175000000003,1.115319707335761,0.7462595058795158,0.9107753839006044,0.44709500887211795,1.035368323504865,-1.3423811247524318,-1.6278608781464143,-1.0204436491177553,-0.0986639200700149,0.004933301245823964
Rombo 2,Africa,NC,10.693,39.9363,3.3577,1.7297,2.0397,20.122374999999998,22.079074999999996,17.681424999999997,1.5300551218964846,4.397649999999999,0.43586247721287197,0.13541986730589822,0.2707176413726714,0.1788890463255865,0.38039049898463323,-0.6081579020768421,-0.770931485018213,-0.40952715479328905,-0.035013110933238716,0.05486365849382886
Rombo 3,Africa,NC,10.8374,40.975,3.387,1.7498,2.0332,20.122374999999998,22.079074999999996,17.681424999999997,1.5300551218964846,4.397649999999999,0.6319231560567673,0.36147049164341394,0.41005377284444194,0.5149297287793327,0.32343364577717243,-0.6081579020768421,-0.770931485018213,-0.40952715479328905,-0.035013110933238716,0.05486365849382886
Rombo 4,Africa,NC,10.8441,41.94,3.3696,1.7496,2.0281,20.122374999999998,22.079074999999996,17.681424999999997,1.5300551218964846,4.397649999999999,0.6410911398782045,0.570317320678241,0.327172113608484,0.5115265616283663,0.2787658914879476,-0.6081579020768421,-0.770931485018213,-0.40952715479328905,-0.035013110933238716,0.05486365849382886
Ronga,Africa,NC,10.244,37.7892,3.2108,1.6997,1.9261,22.932462499999996,25.650574999999996,19.525950000000005,2.217478951105004,6.124624999999991,-0.1551292113427471,-0.336148502329429,-0.4108495330843574,-0.3006493982498637,-0.6105619212094697,-0.028102537884609754,-0.008044544567520826,-0.1275592926598179,0.3658550073777036,0.3589847871082861
Rufiji,Africa,NC,11.1925,43.0844,3.4949,1.7963,2.0774,25.50218541666667,26.948424999999997,23.5584,1.3327942049333772,3.390024999999998,1.1265159140773986,0.8165806855543023,0.9328852394238727,1.3394931078655457,0.7113409340278718,0.6406771367079163,0.30906187662701,0.6252120238855101,-0.19148960294880535,-0.18454399072349117
Ruguru,Africa,NC,10.6216,39.4358,3.2757,1.7371,1.9759,22.723297916666663,24.301724999999998,20.447224999999996,1.481977666834308,3.8545000000000016,0.3399979047739735,0.026021006733070482,-0.11323628593755082,0.3012080778340417,-0.1773267008407178,-0.07642743799417698,-0.3148147616930581,0.027175616125513526,-0.0708429345016876,-0.06636219721196868
Rundi,Africa,NC,10.8035,40.6197,3.3321,1.686,2.0371,19.629835416666666,20.991425000000003,18.468450000000004,0.9809035970279272,2.522974999999999,0.5856324378648666,0.28429530181840074,0.149900004551167,-0.5110946382700212,0.35760408243456454,-0.695366580776988,-0.9723226115974969,-0.29360655521920076,-0.5540696747718602,-0.45682157982238847
Rungwa,Africa,NC,10.7321,40.4078,3.3712,1.7432,2.0311,23.620127083333333,26.476125000000003,20.824450000000006,1.76109115042346,5.651674999999997,0.4886623485370355,0.23819521923453948,0.33477681649290175,0.4032598841850304,0.3050387521363805,0.13702555309809392,0.19114600589856925,0.09334959288370381,0.12024783926965728,0.28526391556614145
Rungwa 2,Africa,NC,10.6873,40.2767,3.3574,1.7392,2.0224,23.620127083333333,26.476125000000003,20.824450000000006,1.76109115042346,5.651674999999997,0.428183198429664,0.20964614403387266,0.2692968232818751,0.33621561785030407,0.22886550004043163,0.13702555309809392,0.19114600589856925,0.09334959288370381,0.12024783926965728,0.28526391556614145
Runyankore,Africa,NC,11.0728,42.0998,3.4204,1.716,2.0833,20.70316875,21.95825,19.982175,0.848804857494802,1.976074999999998,0.9578139053197592,0.604795535409786,0.5702621659687643,-0.04332634335174933,0.7632263452048618,-0.5000356118532794,-0.7940013911115573,-0.05213579999074678,-0.7326247245438804,-0.6824416830733745
Runyankore Rukiga,Africa,NC,11.0986,42.3501,3.4161,1.7149,2.085,20.70316875,21.95825,19.982175,0.848804857494802,1.976074999999998,0.9940053004332913,0.658740198851138,0.5495544258740506,-0.06093179958575036,0.7781809770606204,-0.5000356118532794,-0.7940013911115573,-0.05213579999074678,-0.7326247245438804,-0.6824416830733745
Runyoro Rutooro,Africa,NC,11.0979,41.4174,3.4688,1.7299,2.0944,23.248952083333336,25.362825,22.09300000000001,1.3571006870484321,3.26982499999999,0.9930221276254982,0.45735260290389873,0.8050174430370413,0.1821737251016,0.8609083443554694,0.04669276654521004,-0.07542149504409366,0.3284049894258747,-0.1707664364236771,-0.21778960054092814
Rutooro,Africa,NC,11.1162,42.9735,3.4356,1.7242,2.0748,20.987466666666666,22.512999999999998,20.266650000000002,0.9879854560614183,2.246349999999996,1.0187477296726881,0.7927817572626051,0.6436560497229168,0.08902040876368034,0.6884840524743561,-0.4449636810188234,-0.6866282103866804,-0.003915173222563711,-0.5453169127573967,-0.5640151926297846
Ruumbu Kimwaansa,Africa,NC,9.9661,36.0907,3.1831,1.6804,1.9607,23.20720833333333,23.954525000000007,22.169275,0.8286130369059826,1.7852500000000084,-0.506821465357699,-0.713513341514599,-0.5361844012997762,-0.5956046898717818,-0.30975642538465686,0.03671104441641873,-0.3900774289747088,0.34317105786038055,-0.7628246672714339,-0.7763319343045432
Ruund,Africa,NC,8.7584,27.8843,2.7688,1.6108,1.7212,23.077479166666663,26.245624999999997,21.658225,1.6771936219170718,4.587399999999995,-1.9109628919505193,-2.5988088840953685,-2.289704260203067,-1.5754147707730068,-2.372808732875794,0.005916959429277992,0.13464789349221884,0.2456259971691794,0.0668275161811422,0.09368591173963259
Ruwund,Africa,NC,9.0137,29.852,2.8526,1.6762,1.7294,22.71481875,24.640750000000008,21.816275000000005,1.3996103469889174,2.824475000000003,-1.6308933650093262,-2.136425560848209,-1.9533834762198972,-0.6584172489239057,-2.302934988126567,-0.07836806507880532,-0.23986984984169732,0.27544606103320995,-0.13556427296793985,-0.35270812447910727
Rwanda,Africa,NC,10.6994,38.1504,3.2845,1.6889,1.9857,21.015820833333336,21.901000000000003,20.152775,0.8604618946042715,1.748225000000005,0.44449024973709705,-0.2564005678062255,-0.07245504560238687,-0.4669873475141528,-0.09185324309235166,-0.4393923354080984,-0.8048712753200198,-0.023328789493715314,-0.715576516142357,-0.7957159853007668
Rwanda 2,Africa,NC,10.7617,38.4472,3.2986,1.6994,1.9928,21.015820833333336,21.901000000000003,20.152775,0.8604618946042715,1.748225000000005,0.5287761009703507,-0.19099963738152942,-0.006899971192791327,-0.30531434583170225,-0.029884161429026904,-0.4393923354080984,-0.8048712753200198,-0.023328789493715314,-0.715576516142357,-0.7957159853007668
Rwanda Kigoyi,Africa,NC,10.4285,36.4319,3.1895,1.6619,1.9592,21.015820833333336,21.901000000000003,20.152775,0.8604618946042715,1.748225000000005,0.08430733267569265,-0.6373887800141305,-0.507316013984972,-0.8686522156579506,-0.3228157952868927,-0.4393923354080984,-0.8048712753200198,-0.023328789493715314,-0.715576516142357,-0.7957159853007668
Rwanda Rera,Africa,NC,10.3119,37.4996,3.24,1.6671,1.9811,21.015820833333336,21.901000000000003,20.152775,0.8604618946042715,1.748225000000005,-0.06756379575387646,-0.4002133194621799,-0.2776328807773253,-0.7928482654176353,-0.13198230988691698,-0.4393923354080984,-0.8048712753200198,-0.023328789493715314,-0.715576516142357,-0.7957159853007668
Rwanda Twa Kinigi,Africa,NC,10.303,37.621,3.2433,1.6719,1.9769,21.015820833333336,21.901000000000003,20.152775,0.8604618946042715,1.748225000000005,-0.07907806490341898,-0.37334378018632103,-0.26250694073980796,-0.7222221692632083,-0.16860818542983436,-0.4393923354080984,-0.8048712753200198,-0.023328789493715314,-0.715576516142357,-0.7957159853007668
S41 Xhosa,Africa,NC,10.0724,36.9806,3.1021,1.6525,1.8912,16.151389583333334,20.474424999999997,10.866174999999998,3.447847405794156,9.608249999999998,-0.373564597287802,-0.51530788743652,-0.8968801878600974,-1.0038299362765843,-0.9130545678365913,-1.2049764015818814,-1.0631414203613203,-1.1779944387414505,0.8072817595394409,0.7713065429313672
S43 Swati,Africa,NC,9.8206,37.0732,3.0538,1.6523,1.8698,18.07293958333333,20.915924999999994,13.737974999999997,2.6555024364703237,7.177949999999997,-0.6866733226571314,-0.4947459429849713,-1.1078381861457387,-1.006680302718926,-1.098073624778969,-0.9454417712757544,-0.9857811528805417,-0.901315416592676,0.5506229173041592,0.5044405854583381
S44 Ndebele Zimbabwe,Africa,NC,10.0564,37.035,3.0978,1.6573,1.8764,19.515475,22.65084999999999,14.247999999999996,3.072144552161405,8.402849999999995,-0.39372255986058396,-0.5032268842225308,-0.915786130772022,-0.9350998265174709,-1.0410495282323455,-0.7150411395004789,-0.6593694958456616,-0.8454569092366288,0.6954464954908078,0.6486956323631811
Safwa,Africa,NC,10.6031,38.4176,3.3269,1.7267,2.0175,17.856766666666665,20.273224999999996,14.679800000000004,1.8008903399121472,5.593424999999993,0.3152754773324688,-0.19751693785254415,0.12546416450617512,0.12975987725316204,0.18598760637804124,-0.9772396973982118,-1.0976397650211935,-0.796464295207132,0.14454048286783536,0.27575738376482284
Sagala,Africa,NC,10.7156,39.7142,3.3248,1.7221,2.0049,23.345220833333332,24.866875000000007,20.863075,1.6041228837693946,4.003800000000009,0.46635494696157037,0.08691212664331985,0.11560592022973597,0.05494038677093307,0.07581080260711454,0.06984850402761483,-0.1890797742560141,0.10021971866289388,0.01764238466957139,-0.03140492642936626
Saghala,Africa,NC,10.5508,37.996,3.2864,1.696,2.002,21.7182125,23.856799999999996,19.268174999999996,1.6412461159670975,4.588625,0.24564360288935416,-0.2904688481081336,-0.06363663034919109,-0.3580057182942459,0.050469133884388194,-0.2967198314668402,-0.41099067388118926,-0.16915181334179527,0.04295638447013522,0.09393125438092624
Sakata,Africa,NC,10.4645,38.6757,3.36,1.7086,2.0667,25.857572916666662,26.875525,24.91125,1.130691718086688,1.9642750000000007,0.1315808410044493,-0.140727013591191,0.281614508006444,-0.16109115682333966,0.6173070310045785,0.7447601714301361,0.2906722613216615,0.9248906419163798,-0.383360267008588,-0.6879772125739301
Sakata 2,Africa,NC,9.7386,35.2244,3.1455,1.6726,1.9405,25.836275,26.862625,24.881925000000003,1.1447709557119568,1.9806999999999988,-0.7867384551866626,-0.9075321320280388,-0.7046952388562105,-0.711869901214477,-0.4854808617687431,0.738438963659886,0.28742533701888007,0.918121814135259,-0.3687120387766071,-0.6802811106143901
Sakata Kesha,Africa,NC,10.4722,36.27,3.3199,1.7084,2.0204,25.857572916666662,26.875525,24.91125,1.130691718086688,1.9642750000000007,0.14171563002405607,-0.6734897248818594,0.09262589604122887,-0.1642521413116551,0.21136220240467354,0.7447601714301361,0.2906722613216615,0.9248906419163798,-0.383360267008588,-0.6879772125739301
Sakata Kibai,Africa,NC,10.5869,40.0343,3.3674,1.709,2.0445,25.857572916666662,26.875525,24.91125,1.130691718086688,1.9642750000000007,0.2936659881751321,0.1568040463356193,0.31672113713641203,-0.15476574798108067,0.42247058408331817,0.7447601714301361,0.2906722613216615,0.9248906419163798,-0.383360267008588,-0.6879772125739301
Sakata Kutu,Africa,NC,10.5107,38.9418,3.3398,1.6767,2.0916,25.857572916666662,26.875525,24.91125,1.130691718086688,1.9642750000000007,0.19251389073998051,-0.08226694301890208,0.1861491231745252,-0.6509650828782096,0.8362595950245,0.7447601714301361,0.2906722613216615,0.9248906419163798,-0.383360267008588,-0.6879772125739301
Sake,Africa,NC,10.7766,41.4939,3.396,1.7143,2.065,23.595810416666666,24.282925,22.799575000000004,0.8678941848759518,1.4833499999999944,0.549014971812615,0.47390891842753163,0.4530795810598202,-0.07052004115894979,0.6023746040704436,0.13102013106827398,-0.31892856364458416,0.46802647094753785,-0.704849780220474,-0.9477755686214058
Sake 1,Africa,NC,10.8174,40.7069,3.4352,1.7106,2.0981,23.595810416666666,24.282925,22.799575000000004,0.8678941848759518,1.4833499999999944,0.604593499337794,0.30325028735738085,0.6417207488646292,-0.12941820642445948,0.8934884216639694,0.13102013106827398,-0.31892856364458416,0.46802647094753785,-0.704849780220474,-0.9477755686214058
Sake 2,Africa,NC,10.6293,37.9948,3.3171,1.696,2.0364,23.595810416666666,24.282925,22.799575000000004,0.8678941848759518,1.4833499999999944,0.35030190007266526,-0.29073375055457723,0.07950862624399543,-0.3580057182942459,0.35147011487911944,0.13102013106827398,-0.31892856364458416,0.46802647094753785,-0.704849780220474,-0.9477755686214058
Sama,Africa,NC,10.4464,41.6425,3.2884,1.6897,2.0196,24.769235416666668,26.307175,22.0679,1.688056001241959,4.239274999999999,0.10779013615391468,0.5060494841933559,-0.05434895695769888,-0.4547784531938018,0.2043617005406638,0.43521444665502074,0.14966734709707447,0.32356189564610593,0.07392115666095336,0.021146681190784722
Samba,Africa,NC,9.9855,36.6109,3.1592,1.7011,1.9332,23.77459375,24.943224999999998,22.923325000000006,1.1584141060997737,2.0198999999999927,-0.48261899301179295,-0.5975172359077433,-0.6435123031055243,-0.27884589009400856,-0.5489096276747146,0.17546309067792906,-0.17178516681249215,0.4931420599581229,-0.354720641563183,-0.6621701949660767
Samia,Africa,NC,10.6707,38.8431,3.3598,1.7461,1.9816,23.075533333333336,24.698625,21.7289,1.1242798356676549,2.9697250000000004,0.40584491032509473,-0.10393993007267088,0.28066667851540816,0.45216594072693694,-0.12762121457461964,0.005457674320530155,-0.22693181598332787,0.2589224337434193,-0.3901033940072502,-0.3064832042189534
Sangu,Africa,NC,10.6368,41.1333,3.3091,1.7188,2.0054,22.129187500000004,24.647949999999994,19.097600000000003,1.774612139035011,5.550349999999991,0.36034623910696534,0.3958060245299993,0.04208751425135296,0.0016455812866581492,0.08018068031850824,-0.2089903707511735,-0.23826257458218675,-0.19627430612957755,0.12857343686423256,0.2686631142527254
