Family,Index0,Index1,Index2,Index3,Index4,T,T_max,T_min,T_sd,T_diff,Method,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
GA,10.2778,39.026700000000005,3.30025,1.6965,2.0072,26.841138541666666,28.19115,25.4420875,0.9048313641866872,2.779912500000009,median,-0.09664081303502134,-0.190662621160193,-0.06803990780900088,-0.27708653143892864,0.031531076241108076,0.9185892602889701,0.6042597351058882,0.9335500277775972,-0.5816192402499861,-0.2798535239822755
CW,9.815800000000001,37.434575,3.230875,1.6916,1.972175,26.262872395833334,28.401643749999998,25.06983125,1.4532590986721143,3.331812499999998,mean,-0.7140937228464246,-0.5768092299779747,-0.4213959181728905,-0.3484293476894581,-0.3017861048635808,0.7552790307312347,0.6652116251067784,0.8538824535745827,-0.04873075980203491,-0.12014472348730772
CW,9.84455,37.5185,3.2135499999999997,1.6817,1.9786000000000001,26.128179166666666,28.413874999999997,24.94935,1.5600245263146841,3.574287499999995,median,-0.6770034484847355,-0.5564949289837473,-0.507788722039202,-0.49155943288383785,-0.24053006600222077,0.7181664813039205,0.6687787621360587,0.8284397138347633,0.027517895734486594,-0.05821556953598333
Kol,10.657133333333332,41.06686666666666,3.3266166666666668,1.7707499999999998,1.9697333333333331,26.18970347222222,27.50316666666667,24.461458333333336,1.1452950452260393,3.041708333333329,mean,0.445064093053652,0.3064558635322416,0.0693879300135568,0.8449794315923084,-0.325078312706289,0.735075470764508,0.4107511578717823,0.7270969591317309,-0.31142092124155507,-0.20047203336436795
Kol,10.7986,42.62105,3.3816499999999996,1.776,2.00225,26.22271458333333,27.493399999999998,24.49002500000001,1.1402781750033142,3.045899999999996,median,0.6552604799258054,0.6868289108604887,0.3618379566999734,0.9272584325974746,-0.015485397687364769,0.7441778775880956,0.408066467912854,0.7329566104890813,-0.3163598273447443,-0.19925756135918293
Hru,9.6879,36.1158,3.2338,1.6675,2.0193,18.11443125,22.9649,11.216724999999997,4.192071629310911,11.748175000000003,mean,-0.8769782827332054,-0.8954172160036762,-0.4067374329673567,-0.6945028022439199,0.1463361184229588,-0.9345261489717576,-0.6583912617307774,-1.155518119936062,1.0037460540853116,0.9887855239907292
Hru,9.6879,36.1158,3.2338,1.6675,2.0193,18.11443125,22.9649,11.216724999999997,4.192071629310911,11.748175000000003,median,-0.8769782827332054,-0.8954172160036762,-0.4067374329673567,-0.6945028022439199,0.1463361184229588,-0.9345261489717576,-0.6583912617307774,-1.155518119936062,1.0037460540853116,0.9887855239907292
Tay,10.97965,42.7427,3.4206,1.8259,1.9716,26.562641666666668,26.810399999999998,26.232849999999996,0.38792225479326253,0.5775500000000022,mean,0.9308388837730477,0.7166610947971418,0.5734337212936292,1.7289825620433896,-0.3072706390074869,0.8391274446575546,0.22459320966517693,1.1081624495238263,-1.6430603278025655,-1.6693270139235097
Tay,10.97965,42.7427,3.4206,1.8259,1.9716,26.562641666666668,26.810399999999998,26.232849999999996,0.38792225479326253,0.5775500000000022,median,0.9308388837730477,0.7166610947971418,0.5734337212936292,1.7289825620433896,-0.3072706390074869,0.8391274446575546,0.22459320966517693,1.1081624495238263,-1.6430603278025655,-1.6693270139235097
BF,10.48275,38.99250000000001,3.372425,1.734025,2.0317499999999997,25.532414583333335,25.8186125,25.110474999999994,0.4153011799680618,0.7081375000000047,mean,0.19209528339461443,-0.1989741739342949,0.31228473504165927,0.2803278975918476,0.26427920730841153,0.5581354995232803,-0.027086454253625058,0.862502983139651,-1.5520569933643984,-1.4887080438688802
BF,10.58585,39.658500000000004,3.3802,1.7364000000000002,2.0375,25.532414583333335,25.8186125,25.110474999999994,0.4153011799680618,0.7081375000000047,median,0.3408416516492136,-0.03698687380517718,0.35403489094451496,0.3162691000465075,0.3186887308311034,0.5581354995232803,-0.027086454253625058,0.862502983139651,-1.5520569933643984,-1.4887080438688802
Cui,10.0874,37.3294,3.4435,1.7109,2.0779,23.325020833333333,24.521075000000003,22.36365,0.7834758395972647,2.1574250000000035,mean,-0.3566700143344055,-0.60226071164243,0.6996349338298988,-0.06550062666190215,0.6998800935634311,0.021389479203397295,-0.33079326852385127,0.3211763327625057,-0.7519127665582941,-0.5035648700598587
Cui,10.0874,37.3294,3.4435,1.7109,2.0779,23.325020833333333,24.521075000000003,22.36365,0.7834758395972647,2.1574250000000035,median,-0.3566700143344055,-0.60226071164243,0.6996349338298988,-0.06550062666190215,0.6998800935634311,0.021389479203397295,-0.33079326852385127,0.3211763327625057,-0.7519127665582941,-0.5035648700598587
Sio,10.315750000000001,39.87033888888888,3.284466666666667,1.6508055555555554,2.0546,10.742289699074075,24.09316527777778,-2.8131611111111114,9.725119749569767,26.90632638888889,mean,-0.04387065462723842,0.014594877581453045,-0.14947765451882838,-0.9295655050664147,0.4802674207822449,-1.7055191040205286,-0.42478187685218827,-1.9196671439954114,1.719391637549685,1.7156896821285283
Sio,10.364650000000001,39.88365,3.3043500000000003,1.65385,2.0622,10.033620833333334,24.906450000000003,-2.7974249999999996,9.786993998706738,26.894737499999998,median,0.024589828927462802,0.01783698821329855,-0.046783702380724816,-0.8869823446650851,0.5519701193389589,-1.7522070592777437,-0.24355452546940337,-1.9192376243790419,1.7244208830099943,1.715312252732507
LeM,11.330314285714286,44.71697142857143,3.623957142857143,1.782642857142857,2.182157142857143,25.554204166666672,25.83233928571428,25.00308928571428,0.5297379319028998,0.8292500000000026,mean,1.4858277855742275,1.2019859443994112,1.74132879446278,1.0319288004247071,1.6749985150772604,0.5638712156790286,-0.02372022959239062,0.8397676200777789,-1.2354268322034996,-1.348889156037379
LeM,11.26885,45.5214,3.6235999999999997,1.77665,2.1893000000000002,26.109735416666663,26.3832,25.553174999999992,0.5308756403862919,0.8300250000000062,median,1.3865071066516563,1.400356711294772,1.73918351425445,0.9374726307120053,1.7413657934447864,0.7131115777438382,0.11406892875250178,0.9576356024129022,-1.2326912484654897,-1.348062093355448
Ber,10.8006,42.73935,3.39325,1.73285,2.03815,23.699916666666667,27.526974999999997,20.684425,2.414284188504805,6.842549999999996,mean,0.6582643168368146,0.7158394614666967,0.4244535523192575,0.26257571673506314,0.32483691028178513,0.10652975230940256,0.41730293088480136,0.029280364864878096,0.47825803976445963,0.5136428818312458
Ber,10.8006,42.73935,3.39325,1.73285,2.03815,23.699916666666667,27.526974999999997,20.684425,2.414284188504805,6.842549999999996,median,0.6582643168368146,0.7158394614666967,0.4244535523192575,0.26257571673506314,0.32483691028178513,0.10652975230940256,0.41730293088480136,0.029280364864878096,0.47825803976445963,0.5136428818312458
Had,10.2914,43.9962,3.3268,1.6742,2.087,22.03216666666667,23.370900000000006,19.778125,1.430539275257955,3.5927750000000067,mean,-0.0777659079693777,1.024548331621169,0.0703495686393895,-0.5990928040659446,0.7854809835197912,-0.25431165439593084,-0.5766701460048445,-0.11678565256721815,-0.06579847282564014,-0.053668088303477975
Had,10.2914,43.9962,3.3268,1.6742,2.087,22.03216666666667,23.370900000000006,19.778125,1.430539275257955,3.5927750000000067,median,-0.0777659079693777,1.024548331621169,0.0703495686393895,-0.5990928040659446,0.7854809835197912,-0.25431165439593084,-0.5766701460048445,-0.11678565256721815,-0.06579847282564014,-0.053668088303477975
Yal,10.303366666666667,39.6029,3.2719,1.6608333333333334,2.0379,26.029110416666665,26.311674999999997,25.505649999999992,0.5007017099945765,0.8060250000000053,mean,-0.06112446183581271,-0.05052063708030334,-0.21387637334137125,-0.7888279145829622,0.3224722849937742,0.6910906065612029,0.09587874269421656,0.9473137947662129,-1.3076510066418194,-1.374040920803534
Yal,10.5871,40.5006,3.2756,1.6476,2.0702,26.029110416666665,26.311675,25.505649999999996,0.5007017099945765,0.8060250000000053,median,0.34265952783312426,0.16822243434062426,-0.19495610969457441,-0.9742658026063916,0.6273739642973389,0.6910906065612029,0.09587874269421656,0.9473137947662129,-1.3076510066418194,-1.374040920803534
Mai,11.2133,45.24996,3.5052999999999996,1.7484600000000001,2.12722,23.79966583333333,24.403174999999997,22.55105,0.7668172545723908,1.8521249999999967,mean,1.2974934654840824,1.3333804523849784,1.0469008996120495,0.4999979695827754,1.1626870106972762,0.1295872401922097,-0.35699017810614897,0.35552830467304775,-0.777672012796358,-0.6382973808694444
Mai,11.1282,45.2351,3.4827,1.748,2.133,23.177374999999998,23.826625,21.8227,0.7444883883576061,1.7870499999999971,median,1.1625048509775457,1.3297149933518402,0.9187713037254751,0.4929525142489862,1.2167451801229423,-0.011489216122175397,-0.4818135875801123,0.22404663764955512,-0.8132389185136555,-0.669889666519016
Len,10.15795,39.6203,3.25455,1.7042,1.98125,20.247388541666666,21.966637499999997,18.968575,1.1927591312449384,2.998062499999998,mean,-0.26123597762887896,-0.046285455378086975,-0.30214553838638236,-0.1643047908017383,-0.2152796940236948,-0.5916927223531456,-0.8484071552475813,-0.2407610794388118,-0.26590433275485825,-0.2132184377056584
Len,10.15795,39.6203,3.25455,1.7042,1.98125,20.247388541666666,21.966637499999997,18.968575,1.1927591312449384,2.998062499999998,median,-0.26123597762887896,-0.046285455378086975,-0.30214553838638236,-0.1643047908017383,-0.2152796940236948,-0.5916927223531456,-0.8484071552475813,-0.2407610794388118,-0.26590433275485825,-0.2132184377056584
Bra,10.099400000000001,40.963325,3.281575,1.6619000000000002,2.0766500000000003,25.156171875000002,25.506537499999993,24.395274999999998,0.5715576384346378,1.111262499999997,mean,-0.3405132814599159,0.2811655726723665,-0.16433085537597847,-0.77377673915243,0.6881142776832453,0.46048122626025684,-0.1027417179408036,0.7135564683446795,-1.1391216439128498,-1.089828670572328
Bra,10.130600000000001,41.03635,3.2756499999999997,1.6635,2.07375,25.156171875000002,25.506537499999993,24.395274999999998,0.5715576384346378,1.111262499999997,median,-0.2983603568250219,0.2990014322328561,-0.1947001983517805,-0.7511708169993564,0.6608106342989936,0.46048122626025684,-0.1027417179408036,0.7135564683446795,-1.1391216439128498,-1.089828670572328
Car,10.893912499999999,43.86446875,3.5367125,1.773434375,2.120134375,24.50529134114583,26.041449999999998,23.4337234375,1.2361668776249577,2.607726562500001,mean,0.7994135255583127,0.9921504247658998,1.2271792852398695,0.8870005059889352,1.0963667423658339,0.2976332875050529,0.027963357561433977,0.522300928948141,-0.22608496893099014,-0.33626346658537787
Car,10.95795,44.049549999999996,3.5613,1.78345,2.1267500000000004,25.41735,26.912762499999996,24.431199999999997,1.2138578109548785,2.4666625000000018,median,0.8974179004703524,1.037671968083231,1.3700709083084592,1.0446896696783718,1.158289633422582,0.527992984180099,0.2515572698328953,0.7209002958469851,-0.24634297053118057,-0.38533522348680926
Nad,8.554,31.623575000000002,2.7557500000000004,1.508475,1.804275,25.435984895833332,25.738181249999997,24.84615,0.5446156271603417,0.8920312499999952,mean,-2.1738828979851625,-1.971727700008479,-2.531559979900067,-2.7819768986695665,-1.9212246330593412,0.5328579620173186,-0.046745304112481366,0.8067782799143152,-1.200182636283708,-1.284282307989037
Nad,8.49015,31.179499999999997,2.7359,1.5093999999999999,1.7983500000000001,25.474652083333332,25.775874999999992,24.8856125,0.5437393841417091,0.893799999999997,median,-2.2392773978912732,-2.07732836232645,-2.6083755199087233,-2.7707969103136283,-1.9790567845021494,0.5429732478914907,-0.03754616031786087,0.815047023080918,-1.2022272025284493,-1.2825288931557812
Niv,8.531542857142858,28.673014285714284,2.7565000000000004,1.6320857142857144,1.6765857142857143,-1.0308166666666667,15.175574999999997,-17.989475,11.907492038441829,33.16505,mean,-2.1969735773688615,-2.6704849936701534,-2.52864036219907,-1.1886355674456488,-3.178615302767659,-2.095908314692511,-1.7702150211448289,-2.108777009260257,1.877396160950742,1.8988554077323834
Niv,8.5274,28.5082,2.7721,1.634,1.6762,-1.0308166666666667,15.175574999999998,-17.989475,11.907492038441829,33.165049999999994,median,-2.2012225925099993,-2.7093109884306266,-2.4676265212575177,-1.1623611273444507,-3.182449703839815,-2.095908314692511,-1.7702150211448289,-2.108777009260257,1.877396160950742,1.8988554077323834
UA,10.040565789473685,39.46031710526315,3.2630328947368423,1.6866407894736841,2.0042039473684206,17.941795339912286,23.70966019736842,12.537828618421054,4.076166961604153,11.17183157894737,mean,-0.41943059059312376,-0.08521845777982075,-0.2590812286071775,-0.4202965080700344,0.003077269775758566,-0.9595955469834055,-0.5064773486068854,-1.030934302316821,0.9781697509608873,0.9446015956099778
UA,10.136949999999999,39.69115,3.2882,1.69605,1.994,18.40515625,23.6474625,13.447524999999995,3.13055038537317,8.597537500000001,median,-0.28975540422249657,-0.02903855241685084,-0.13027051392980227,-0.28365227110852137,-0.09391205000198097,-0.8914312892508705,-0.5195028773158423,-0.9382904463271858,0.7315745920534521,0.7144311780289629
Kau,10.310516666666667,38.45558333333334,3.2896666666666667,1.7146666666666668,1.983933333333333,24.902225,25.265600000000003,24.499508333333335,0.5635470351291997,0.7660916666666692,mean,-0.051166391116026444,-0.3293637161504662,-0.12271538857737535,-0.009679878625240747,-0.18972047176435522,0.39603499472805476,-0.16001160091423702,0.7349038768098377,-1.1569210856738992,-1.4190365772001743
Kau,10.3661,38.43365,3.2769500000000003,1.7175,1.9772,24.615341666666666,25.01085,24.20945,0.5912481077606554,0.801400000000001,median,0.026627836314759058,-0.3346863370299325,-0.18804433028951623,0.03243941076443595,-0.2538733625434963,0.3246326226045607,-0.21949381322906553,0.675800102345218,-1.0965753968974632,-1.3791363291019048
Arc,10.126024999999998,38.037725,3.368225,1.7608000000000001,1.988325,11.255541666666666,17.0794,6.1301000000000005,3.9821644552007,10.9493,mean,-0.3045545871119056,-0.4307140079292473,0.28979495245897835,0.6901147885024858,-0.14790806349343663,-1.6691489133172879,-1.5717517819558764,-1.5372830648751754,0.956797285160067,0.9269269229230978
Arc,10.138300000000001,38.149550000000005,3.3572499999999996,1.7616999999999998,1.9861499999999999,11.255541666666666,17.0794,6.1301000000000005,3.9821644552007,10.9493,median,-0.28792488131247274,-0.40360207439330853,0.231236526805779,0.704064919137163,-0.1686129729900861,-1.6691489133172879,-1.5717517819558764,-1.5372830648751754,0.956797285160067,0.9269269229230978
Tuc,10.865337499999999,45.263915624999996,3.523796875,1.6953,2.176021875,25.078497786458332,25.448925781249997,24.311684375,0.6266744283100572,1.1372414062499974,mean,0.7559809762517576,1.3368229425973421,1.1527470636382393,-0.294588943808401,1.617948982302465,0.4406446222371119,-0.11652578275973438,0.6965246602048388,-1.0240249157347174,-1.069387654706927
Tuc,10.96335,45.237849999999995,3.5473,1.6844999999999999,2.1957,25.034217708333337,25.406999999999996,24.308425000000003,0.5800770786569314,1.0100250000000024,median,0.9057246553499372,1.3303933161713128,1.2885168127372941,-0.45121524341719926,1.800784037211314,0.4293855013949716,-0.12652125065500613,0.6958621349065206,-1.1205071944566978,-1.174338219481516
Tsi,8.633866666666666,30.527366666666666,2.8186999999999998,1.6048666666666669,1.7516,5.046403472222222,13.854624999999999,-2.617433333333335,6.355139395896721,16.472058333333333,mean,-2.090966419420999,-2.232131470702914,-2.282105055878607,-1.5568866476548249,-2.4370889809880136,-1.9817999132785027,-1.8838694597440901,-1.9142748564303076,1.3698552825657724,1.2854709532426918
Tsi,8.8861,30.3819,2.8662,1.6075,1.7688,4.358964583333334,13.391474999999996,-3.5745000000000005,6.603911594085407,16.965974999999997,median,-1.8208658020910464,-2.2666173293244416,-2.0879314842392183,-1.52169459173361,-2.268214472898175,-2.0021124925259066,-1.9193615529592438,-1.9396292890801536,1.4024073921883191,1.3113921033046505
UC,9.30655,33.30005,3.04565,1.6228,1.8910999999999998,7.791094791666666,9.560943749999998,5.169862499999999,1.7129013588312105,4.391081249999998,mean,-1.3423351760747437,-1.571737701577515,-1.3073106519418827,-1.3153839406414656,-1.0791968103099925,-1.875199214166749,-2.1357225150443315,-1.5939786574603267,0.12672924382753326,0.12314249904602634
UC,9.21385,33.54855,3.0393999999999997,1.6262,1.88775,7.626904166666666,9.568274999999998,4.792274999999999,1.8653172717125914,4.775999999999999,median,-1.4509208776262446,-1.5122736071810057,-1.3357677041016343,-1.2691095339241487,-1.1114997877163666,-1.8828433624381886,-2.1354272668655625,-1.6150839301831184,0.21588210166347807,0.19715484909750763
NDe,9.295263043478261,33.71031956521739,3.0220217391304343,1.6221,1.8805326086956524,2.306827989130434,15.475437499999998,-9.582275000000001,9.43612186196426,25.057712500000004,mean,-1.3556503574883925,-1.4735396676350265,-1.414406866282592,-1.3248916874064633,-1.1811444540176583,-2.050086946186379,-1.7417493179356887,-2.049388705501973,1.695398161566985,1.6533222481446836
NDe,9.287849999999999,33.329049999999995,3.0297,1.6243,1.8782,-0.4456729166666667,15.012312499999997,-10.413324999999999,8.49132612862469,23.367425,median,-1.3643812916325317,-1.5648005160087446,-1.3797497316042764,-1.294987968706253,-1.203667656584717,-2.0902050176447355,-1.785289885759991,-2.059126865731558,1.6105541823015366,1.592116801852935
Yng,11.159099999999999,39.09595,3.4951,1.8625500000000001,1.99205,26.96380729166667,31.106662499999995,22.5644875,3.0442721460635402,8.542174999999995,mean,1.211327355792407,-0.1738307063420976,0.9889098611597462,2.3407452569585208,-0.1124613263381584,0.9540720373724237,1.5238644810943869,0.35800555510480625,0.7048380246595901,0.7087517944187992
Yng,11.159099999999999,39.09595,3.4951,1.8625500000000001,1.99205,26.96380729166667,31.106662499999995,22.5644875,3.0442721460635402,8.542174999999995,median,1.211327355792407,-0.1738307063420976,0.9889098611597462,2.3407452569585208,-0.1124613263381584,0.9540720373724237,1.5238644810943869,0.35800555510480625,0.7048380246595901,0.7087517944187992
Tup,10.554892982456142,43.86787192982456,3.4423421052631578,1.7101842105263156,2.112566666666667,25.581724013157892,28.183546491228068,23.77425701754386,1.8009776196298568,4.409289473684211,mean,0.2959314599648264,0.9929872782256793,0.6932217590072007,-0.07608606340374272,1.0254718696249387,0.5711279463150826,0.6020734304626549,0.5888738625678582,0.17932042264728293,0.12678777562713014
Tup,10.5911,43.6377,3.4628,1.7219,2.1153,25.96780625,28.3692,24.689249999999998,1.6472925994053258,4.057025000000003,median,0.3484790633666807,0.9364019092225999,0.8070347885167083,0.09807012638539533,1.0510853974710417,0.6744293370621371,0.6557632157991476,0.7740774675103683,0.0854662136810699,0.05343095758872192
YD,10.1882,37.3661,3.3459,1.7645,1.9967,25.578266666666664,26.44595,24.270374999999994,0.9205317709828862,2.1755750000000056,mean,-0.21998659571832696,-0.5933804301661515,0.17099552249223857,0.7475386977950249,-0.06823606280587617,0.5702155012654044,0.13010149702460988,0.688136567398132,-0.5615424937948483,-0.49616908041762453
YD,10.1882,37.3661,3.3459,1.7645,1.9967,25.578266666666664,26.44595,24.270374999999994,0.9205317709828862,2.1755750000000056,median,-0.21998659571832696,-0.5933804301661515,0.17099552249223857,0.7475386977950249,-0.06823606280587617,0.5702155012654044,0.13010149702460988,0.688136567398132,-0.5615424937948483,-0.49616908041762453
Mus,9.883983333333333,36.21073333333333,3.223383333333334,1.647483333333333,1.99605,17.173840625,26.952766666666665,6.134212499999999,7.560298643507937,20.81855416666667,mean,-0.6258451404452321,-0.872520339644566,-0.458844192123099,-0.9758900407279794,-0.07441651027056748,-1.0665153383650574,0.2621458974222565,-1.537030681754293,1.515454083086813,1.4908676539109718
Mus,9.9544,36.590199999999996,3.2504999999999997,1.6491,2.0067500000000003,17.254279166666667,27.1051125,6.0578875,7.561866579157488,20.815887500000002,median,-0.5336672662744956,-0.7809371829655588,-0.3226431636766882,-0.9533662534876067,0.02725807279475568,-1.0556627275924229,0.3027323736491396,-1.5417012138500061,1.5156255037858277,1.490755338963645
Alt,9.597166666666666,33.6055358974359,3.0868008547008547,1.6459931623931623,1.887402564102564,5.861455252849003,21.252977350427347,-10.021446153846156,11.248782623996023,31.27442350427351,mean,-0.9904430542036622,-1.498631093523069,-1.1176258811752169,-0.9966199880137799,-1.1148508362143794,-1.9546038106419494,-0.9749769723006428,-2.0546706138798814,1.8335088350191164,1.8474597145746274
Alt,9.5444,33.0291,3.0351,1.6292,1.8526,3.3935999999999997,21.420000000000005,-9.562275,10.889625686154965,30.2765,median,-1.0556373677971167,-1.636523217910498,-1.3552923856498198,-1.228149697971401,-1.4513268642608994,-2.0269056044527543,-0.9460347080355397,-2.049140731376121,1.8083009491747255,1.8190603318508731
Cam,9.9842,40.3297,3.1502,1.639,1.9987,10.108391666666668,10.624049999999999,8.964625000000002,0.7596403649735987,1.659424999999997,mean,-0.4943390678473606,0.12654133388924255,-0.8174496410394707,-1.0934999410890387,-0.04922251485146967,-1.7474689048730236,-2.0884816120991676,-1.342588796374294,-0.7889710353937778,-0.7353464907368734
Cam,9.9842,40.3297,3.1502,1.639,1.9987,10.108391666666668,10.624049999999999,8.964625000000002,0.7596403649735987,1.659424999999997,median,-0.4943390678473606,0.12654133388924255,-0.8174496410394707,-1.0934999410890387,-0.04922251485146967,-1.7474689048730236,-2.0884816120991676,-1.342588796374294,-0.7889710353937778,-0.7353464907368734
Bog,10.320099999999998,39.993966666666665,3.3437333333333332,1.7314,2.0165,26.156338194444444,26.423366666666663,25.88095,0.40545139464473773,0.5424166666666655,mean,-0.03780180913024905,0.044710354734421934,0.15953250491202617,0.2406954506480008,0.11978528207946514,0.7258965783510849,0.12432349625484847,1.029545260968619,-1.5839706903082411,-1.7249595531928448
Bog,10.198,39.6979,3.3045,1.7263,2.0069,26.156345833333333,26.423375,25.880975,0.4054529940687398,0.5424000000000007,median,-0.20658061869906844,-0.027395249522924995,-0.04600524314287981,0.163971218972907,0.02868243439403421,0.7258986773996734,0.12432562670287366,1.0295507939179522,-1.5839654351547634,-1.7249867931078737
Sep,10.4511140625,39.4598453125,3.38126875,1.7678,2.0109953125,25.698189778645833,25.943396874999998,25.205798046875003,0.4893055501349204,0.7375988281249987,mean,0.1469239301346961,-0.08533324861638658,0.3597857746125406,0.79891833205269,0.06756000495762406,0.6019952965148218,0.003634278968520387,0.8827955267576725,-1.337340312074699,-1.452603682523394
Sep,10.4708,39.680800000000005,3.3914,1.77,2.01795,26.091796875,26.3287375,25.575387499999998,0.5116817290440827,0.745074999999991,median,0.17500654529749485,-0.031558229106935835,0.41444466305226507,0.8332572678447401,0.1335359938872394,0.7082013553328904,0.10020991010285411,0.9624689144578351,-1.2797800369934795,-1.443671856595328
